Source,Target,Type,Id,Label,Weight
n0,n174,Undirected,81050,,4.0
n0,n178,Undirected,82684,,2.0
n0,n190,Undirected,85513,,2.0
n0,n194,Undirected,82612,,2.0
n0,n213,Undirected,76633,,2.0
n0,n214,Undirected,82451,,2.0
n0,n219,Undirected,80082,,5.0
n0,n232,Undirected,83272,,2.0
n0,n233,Undirected,76744,,2.0
n0,n237,Undirected,82357,,2.0
n0,n253,Undirected,82075,,5.0
n0,n263,Undirected,78559,,4.0
n0,n266,Undirected,81304,,3.0
n0,n285,Undirected,84756,,2.0
n0,n290,Undirected,78339,,2.0
n0,n291,Undirected,78827,,4.0
n0,n296,Undirected,82004,,2.0
n0,n301,Undirected,81472,,2.0
n0,n303,Undirected,85201,,2.0
n0,n309,Undirected,84018,,2.0
n0,n316,Undirected,79661,,3.0
n0,n318,Undirected,84449,,2.0
n0,n321,Undirected,82316,,2.0
n0,n325,Undirected,84360,,3.0
n0,n332,Undirected,79087,,6.0
n0,n336,Undirected,79194,,2.0
n0,n363,Undirected,78016,,6.0
n0,n364,Undirected,80922,,2.0
n0,n367,Undirected,83609,,2.0
n0,n370,Undirected,80643,,2.0
n0,n377,Undirected,77484,,3.0
n0,n378,Undirected,77503,,2.0
n0,n379,Undirected,77504,,4.0
n0,n380,Undirected,77506,,2.0
n0,n381,Undirected,77507,,2.0
n0,n385,Undirected,78248,,2.0
n0,n389,Undirected,77899,,2.0
n0,n395,Undirected,84022,,2.0
n0,n409,Undirected,77751,,5.0
n0,n412,Undirected,83932,,2.0
n0,n417,Undirected,82844,,2.0
n0,n419,Undirected,83938,,2.0
n0,n433,Undirected,77890,,3.0
n0,n434,Undirected,77896,,2.0
n0,n445,Undirected,78007,,2.0
n0,n446,Undirected,78026,,2.0
n0,n447,Undirected,78027,,2.0
n0,n451,Undirected,84110,,2.0
n0,n469,Undirected,78199,,2.0
n0,n470,Undirected,78218,,3.0
n0,n487,Undirected,81293,,2.0
n0,n505,Undirected,84099,,2.0
n0,n511,Undirected,85204,,3.0
n0,n512,Undirected,78519,,2.0
n0,n513,Undirected,78520,,2.0
n0,n522,Undirected,83949,,2.0
n0,n527,Undirected,82462,,2.0
n0,n537,Undirected,81083,,2.0
n0,n554,Undirected,85040,,3.0
n0,n561,Undirected,78826,,2.0
n0,n562,Undirected,78828,,2.0
n0,n563,Undirected,78830,,2.0
n0,n564,Undirected,78831,,3.0
n0,n566,Undirected,80923,,2.0
n0,n568,Undirected,82205,,2.0
n0,n597,Undirected,85067,,2.0
n0,n598,Undirected,79076,,9.0
n0,n599,Undirected,79092,,5.0
n0,n600,Undirected,79093,,5.0
n0,n608,Undirected,81043,,3.0
n0,n612,Undirected,79162,,2.0
n0,n613,Undirected,79171,,2.0
n0,n614,Undirected,79179,,3.0
n0,n615,Undirected,79195,,2.0
n0,n616,Undirected,79196,,2.0
n0,n617,Undirected,79197,,2.0
n0,n618,Undirected,82190,,2.0
n0,n626,Undirected,79250,,2.0
n0,n657,Undirected,85309,,2.0
n0,n683,Undirected,79660,,3.0
n0,n684,Undirected,79662,,3.0
n0,n685,Undirected,79663,,3.0
n0,n686,Undirected,81011,,2.0
n0,n721,Undirected,82324,,2.0
n0,n730,Undirected,80078,,2.0
n0,n735,Undirected,85296,,2.0
n0,n745,Undirected,84766,,2.0
n0,n764,Undirected,80368,,2.0
n0,n765,Undirected,80372,,2.0
n0,n767,Undirected,81377,,2.0
n0,n797,Undirected,80640,,2.0
n0,n831,Undirected,80921,,2.0
n0,n838,Undirected,81001,,3.0
n0,n839,Undirected,81019,,2.0
n0,n840,Undirected,81034,,3.0
n0,n841,Undirected,81048,,3.0
n0,n842,Undirected,81049,,3.0
n0,n843,Undirected,81075,,2.0
n0,n844,Undirected,81092,,2.0
n0,n845,Undirected,81093,,2.0
n0,n864,Undirected,81299,,2.0
n0,n865,Undirected,81300,,2.0
n0,n880,Undirected,81363,,2.0
n0,n881,Undirected,81370,,2.0
n0,n894,Undirected,81503,,2.0
n0,n895,Undirected,81504,,2.0
n0,n913,Undirected,81622,,2.0
n0,n917,Undirected,81696,,2.0
n0,n947,Undirected,84013,,2.0
n0,n953,Undirected,81892,,3.0
n0,n962,Undirected,83328,,2.0
n0,n968,Undirected,81993,,2.0
n0,n971,Undirected,82837,,2.0
n0,n982,Undirected,83944,,2.0
n0,n988,Undirected,85301,,2.0
n0,n1001,Undirected,82330,,2.0
n0,n1002,Undirected,82342,,2.0
n0,n1003,Undirected,82372,,2.0
n0,n1004,Undirected,82373,,2.0
n0,n1005,Undirected,82374,,2.0
n0,n1015,Undirected,82457,,2.0
n0,n1016,Undirected,82470,,2.0
n0,n1034,Undirected,82606,,2.0
n0,n1035,Undirected,82611,,2.0
n0,n1051,Undirected,82810,,2.0
n0,n1052,Undirected,82828,,2.0
n0,n1053,Undirected,82856,,2.0
n0,n1077,Undirected,83276,,2.0
n0,n1081,Undirected,83117,,2.0
n0,n1082,Undirected,83118,,2.0
n0,n1083,Undirected,83119,,2.0
n0,n1084,Undirected,83120,,2.0
n0,n1089,Undirected,83614,,2.0
n0,n1092,Undirected,84451,,2.0
n0,n1094,Undirected,83275,,2.0
n0,n1096,Undirected,83329,,2.0
n0,n1097,Undirected,83330,,2.0
n0,n1098,Undirected,83331,,2.0
n0,n1111,Undirected,83465,,2.0
n0,n1112,Undirected,83469,,2.0
n0,n1120,Undirected,83593,,2.0
n0,n1121,Undirected,83605,,2.0
n0,n1122,Undirected,83613,,2.0
n0,n1179,Undirected,84086,,2.0
n0,n1180,Undirected,84093,,2.0
n0,n1181,Undirected,84104,,2.0
n0,n1182,Undirected,84111,,2.0
n0,n1183,Undirected,84116,,2.0
n0,n1207,Undirected,84344,,2.0
n0,n1208,Undirected,84352,,3.0
n0,n1209,Undirected,84359,,3.0
n0,n1210,Undirected,84361,,3.0
n0,n1218,Undirected,84427,,2.0
n0,n1219,Undirected,84448,,2.0
n0,n1220,Undirected,84450,,2.0
n0,n1221,Undirected,84452,,2.0
n0,n1222,Undirected,84454,,2.0
n0,n1223,Undirected,84455,,2.0
n0,n1246,Undirected,84679,,3.0
n0,n1253,Undirected,84767,,2.0
n0,n1257,Undirected,84824,,2.0
n0,n1269,Undirected,84911,,2.0
n0,n1275,Undirected,85015,,3.0
n0,n1276,Undirected,85036,,3.0
n0,n1277,Undirected,85043,,3.0
n0,n1278,Undirected,85045,,3.0
n0,n1280,Undirected,85056,,2.0
n0,n1281,Undirected,85062,,2.0
n0,n1305,Undirected,85308,,2.0
n0,n1306,Undirected,85310,,2.0
n0,n1319,Undirected,85517,,2.0
n0,n1320,Undirected,85522,,2.0
n1,n2,Undirected,75698,,3.0
n1,n3,Undirected,75699,,2.0
n1,n4,Undirected,75700,,2.0
n1,n5,Undirected,75701,,2.0
n1,n6,Undirected,75702,,2.0
n1,n7,Undirected,75703,,2.0
n1,n8,Undirected,75721,,6.0
n1,n9,Undirected,75727,,11.0
n1,n10,Undirected,75736,,4.0
n1,n11,Undirected,75737,,13.0
n1,n12,Undirected,75738,,3.0
n1,n13,Undirected,75739,,4.0
n1,n14,Undirected,78335,,4.0
n1,n17,Undirected,75880,,9.0
n1,n18,Undirected,77902,,8.0
n1,n21,Undirected,75761,,2.0
n1,n22,Undirected,75767,,21.0
n1,n23,Undirected,75772,,2.0
n1,n24,Undirected,75776,,4.0
n1,n25,Undirected,75779,,9.0
n1,n26,Undirected,75781,,13.0
n1,n31,Undirected,83332,,2.0
n1,n32,Undirected,76042,,9.0
n1,n33,Undirected,81059,,3.0
n1,n35,Undirected,75805,,10.0
n1,n40,Undirected,75969,,2.0
n1,n42,Undirected,75913,,3.0
n1,n44,Undirected,78835,,2.0
n1,n47,Undirected,75838,,2.0
n1,n48,Undirected,75840,,7.0
n1,n49,Undirected,77750,,10.0
n1,n50,Undirected,76636,,2.0
n1,n52,Undirected,80085,,3.0
n1,n55,Undirected,82201,,4.0
n1,n57,Undirected,78938,,2.0
n1,n58,Undirected,81482,,2.0
n1,n63,Undirected,85023,,4.0
n1,n64,Undirected,75884,,7.0
n1,n65,Undirected,75888,,8.0
n1,n67,Undirected,85199,,2.0
n1,n70,Undirected,75968,,4.0
n1,n74,Undirected,76063,,2.0
n1,n75,Undirected,77509,,2.0
n1,n79,Undirected,82680,,2.0
n1,n80,Undirected,76736,,2.0
n1,n81,Undirected,75973,,4.0
n1,n82,Undirected,76388,,8.0
n1,n83,Undirected,75956,,2.0
n1,n84,Undirected,75970,,4.0
n1,n85,Undirected,75971,,2.0
n1,n86,Undirected,75972,,3.0
n1,n87,Undirected,76264,,7.0
n1,n88,Undirected,79083,,9.0
n1,n90,Undirected,82375,,2.0
n1,n91,Undirected,81505,,2.0
n1,n92,Undirected,76096,,3.0
n1,n94,Undirected,76007,,2.0
n1,n95,Undirected,76012,,2.0
n1,n96,Undirected,76019,,4.0
n1,n97,Undirected,76020,,2.0
n1,n98,Undirected,76021,,2.0
n1,n103,Undirected,77511,,2.0
n1,n105,Undirected,76050,,4.0
n1,n106,Undirected,76064,,4.0
n1,n107,Undirected,76065,,2.0
n1,n108,Undirected,76066,,2.0
n1,n109,Undirected,76067,,2.0
n1,n110,Undirected,76068,,2.0
n1,n112,Undirected,76095,,8.0
n1,n113,Undirected,76097,,6.0
n1,n114,Undirected,84362,,3.0
n1,n116,Undirected,79186,,6.0
n1,n117,Undirected,78256,,3.0
n1,n119,Undirected,81028,,2.0
n1,n122,Undirected,84762,,3.0
n1,n126,Undirected,84461,,3.0
n1,n133,Undirected,78222,,5.0
n1,n134,Undirected,78728,,2.0
n1,n136,Undirected,76421,,2.0
n1,n137,Undirected,79064,,5.0
n1,n138,Undirected,78203,,2.0
n1,n140,Undirected,85523,,2.0
n1,n144,Undirected,76274,,2.0
n1,n145,Undirected,76275,,2.0
n1,n146,Undirected,76276,,3.0
n1,n147,Undirected,76277,,7.0
n1,n148,Undirected,78340,,3.0
n1,n151,Undirected,76747,,4.0
n1,n155,Undirected,79251,,2.0
n1,n159,Undirected,78201,,5.0
n1,n160,Undirected,81638,,4.0
n1,n163,Undirected,76381,,2.0
n1,n164,Undirected,76394,,2.0
n1,n165,Undirected,76399,,5.0
n1,n166,Undirected,76406,,2.0
n1,n167,Undirected,76407,,2.0
n1,n168,Undirected,76408,,2.0
n1,n169,Undirected,82473,,3.0
n1,n171,Undirected,76425,,3.0
n1,n172,Undirected,76429,,2.0
n1,n174,Undirected,81053,,4.0
n1,n178,Undirected,82685,,2.0
n1,n190,Undirected,85514,,2.0
n1,n194,Undirected,82614,,2.0
n1,n213,Undirected,76635,,2.0
n1,n214,Undirected,82452,,2.0
n1,n219,Undirected,80084,,5.0
n1,n232,Undirected,83273,,2.0
n1,n233,Undirected,76746,,2.0
n1,n237,Undirected,82358,,2.0
n1,n253,Undirected,82468,,3.0
n1,n263,Undirected,78560,,3.0
n1,n266,Undirected,81305,,3.0
n1,n274,Undirected,82565,,2.0
n1,n285,Undirected,84757,,2.0
n1,n290,Undirected,78341,,2.0
n1,n291,Undirected,78833,,4.0
n1,n301,Undirected,81473,,2.0
n1,n303,Undirected,85202,,2.0
n1,n309,Undirected,84019,,2.0
n1,n316,Undirected,79665,,3.0
n1,n318,Undirected,84457,,2.0
n1,n321,Undirected,82317,,2.0
n1,n325,Undirected,84364,,3.0
n1,n332,Undirected,79088,,6.0
n1,n336,Undirected,79198,,2.0
n1,n363,Undirected,78017,,5.0
n1,n367,Undirected,83610,,2.0
n1,n370,Undirected,80644,,2.0
n1,n377,Undirected,77485,,3.0
n1,n378,Undirected,77508,,2.0
n1,n379,Undirected,77510,,3.0
n1,n380,Undirected,77512,,2.0
n1,n381,Undirected,77513,,2.0
n1,n385,Undirected,78249,,2.0
n1,n389,Undirected,77900,,2.0
n1,n395,Undirected,84023,,2.0
n1,n409,Undirected,77752,,4.0
n1,n412,Undirected,83933,,2.0
n1,n417,Undirected,82845,,2.0
n1,n419,Undirected,83939,,2.0
n1,n433,Undirected,77891,,3.0
n1,n434,Undirected,77897,,2.0
n1,n445,Undirected,78008,,2.0
n1,n446,Undirected,78028,,2.0
n1,n447,Undirected,78029,,2.0
n1,n451,Undirected,84112,,2.0
n1,n456,Undirected,81639,,2.0
n1,n469,Undirected,78202,,3.0
n1,n470,Undirected,78219,,2.0
n1,n505,Undirected,84100,,2.0
n1,n511,Undirected,85205,,3.0
n1,n512,Undirected,78521,,2.0
n1,n513,Undirected,78522,,2.0
n1,n527,Undirected,82463,,2.0
n1,n537,Undirected,81084,,2.0
n1,n545,Undirected,82573,,2.0
n1,n554,Undirected,85041,,3.0
n1,n561,Undirected,78832,,2.0
n1,n562,Undirected,78834,,2.0
n1,n563,Undirected,78836,,2.0
n1,n564,Undirected,78837,,3.0
n1,n568,Undirected,82206,,2.0
n1,n597,Undirected,85068,,2.0
n1,n598,Undirected,79077,,9.0
n1,n599,Undirected,79094,,5.0
n1,n600,Undirected,79095,,5.0
n1,n608,Undirected,81044,,3.0
n1,n612,Undirected,79163,,2.0
n1,n613,Undirected,79172,,2.0
n1,n614,Undirected,79180,,3.0
n1,n615,Undirected,79199,,2.0
n1,n616,Undirected,79200,,2.0
n1,n617,Undirected,79201,,2.0
n1,n618,Undirected,82191,,2.0
n1,n626,Undirected,79252,,2.0
n1,n657,Undirected,85312,,2.0
n1,n683,Undirected,79664,,3.0
n1,n684,Undirected,79666,,3.0
n1,n685,Undirected,79667,,3.0
n1,n686,Undirected,79696,,3.0
n1,n721,Undirected,82325,,2.0
n1,n730,Undirected,80079,,2.0
n1,n735,Undirected,85297,,2.0
n1,n745,Undirected,84768,,2.0
n1,n764,Undirected,80369,,2.0
n1,n765,Undirected,80373,,2.0
n1,n767,Undirected,81378,,2.0
n1,n792,Undirected,81640,,2.0
n1,n797,Undirected,80641,,2.0
n1,n838,Undirected,81002,,3.0
n1,n839,Undirected,81020,,2.0
n1,n840,Undirected,81035,,3.0
n1,n841,Undirected,81051,,3.0
n1,n842,Undirected,81052,,3.0
n1,n843,Undirected,81076,,2.0
n1,n844,Undirected,81094,,2.0
n1,n845,Undirected,81095,,2.0
n1,n880,Undirected,81364,,2.0
n1,n881,Undirected,81371,,2.0
n1,n894,Undirected,81506,,2.0
n1,n895,Undirected,81507,,2.0
n1,n913,Undirected,81623,,2.0
n1,n914,Undirected,81637,,2.0
n1,n917,Undirected,81697,,2.0
n1,n947,Undirected,84014,,2.0
n1,n953,Undirected,81893,,3.0
n1,n962,Undirected,83333,,2.0
n1,n968,Undirected,81994,,2.0
n1,n971,Undirected,82838,,2.0
n1,n982,Undirected,83945,,2.0
n1,n988,Undirected,85302,,2.0
n1,n1001,Undirected,82331,,2.0
n1,n1002,Undirected,82343,,2.0
n1,n1003,Undirected,82376,,2.0
n1,n1004,Undirected,82377,,2.0
n1,n1005,Undirected,82378,,2.0
n1,n1015,Undirected,82458,,2.0
n1,n1016,Undirected,82472,,2.0
n1,n1028,Undirected,82560,,2.0
n1,n1029,Undirected,82568,,2.0
n1,n1030,Undirected,82571,,2.0
n1,n1034,Undirected,82607,,2.0
n1,n1035,Undirected,82613,,2.0
n1,n1051,Undirected,82811,,2.0
n1,n1052,Undirected,82829,,2.0
n1,n1053,Undirected,82857,,2.0
n1,n1077,Undirected,83278,,2.0
n1,n1081,Undirected,83121,,2.0
n1,n1082,Undirected,83122,,2.0
n1,n1083,Undirected,83123,,2.0
n1,n1084,Undirected,83124,,2.0
n1,n1089,Undirected,83616,,2.0
n1,n1092,Undirected,84459,,2.0
n1,n1094,Undirected,83277,,2.0
n1,n1096,Undirected,83334,,2.0
n1,n1097,Undirected,83335,,2.0
n1,n1098,Undirected,83336,,2.0
n1,n1111,Undirected,83466,,2.0
n1,n1112,Undirected,83470,,2.0
n1,n1120,Undirected,83594,,2.0
n1,n1121,Undirected,83606,,2.0
n1,n1122,Undirected,83615,,2.0
n1,n1179,Undirected,84087,,2.0
n1,n1180,Undirected,84094,,2.0
n1,n1181,Undirected,84105,,2.0
n1,n1182,Undirected,84113,,2.0
n1,n1208,Undirected,84353,,3.0
n1,n1209,Undirected,84363,,3.0
n1,n1210,Undirected,84365,,3.0
n1,n1218,Undirected,84428,,2.0
n1,n1219,Undirected,84456,,2.0
n1,n1220,Undirected,84458,,2.0
n1,n1221,Undirected,84460,,2.0
n1,n1222,Undirected,84462,,2.0
n1,n1223,Undirected,84463,,2.0
n1,n1246,Undirected,84680,,3.0
n1,n1253,Undirected,84769,,2.0
n1,n1257,Undirected,84825,,2.0
n1,n1269,Undirected,84912,,2.0
n1,n1275,Undirected,85016,,3.0
n1,n1276,Undirected,85037,,3.0
n1,n1277,Undirected,85044,,3.0
n1,n1278,Undirected,85046,,3.0
n1,n1280,Undirected,85057,,2.0
n1,n1281,Undirected,85063,,2.0
n1,n1305,Undirected,85311,,2.0
n1,n1306,Undirected,85313,,2.0
n1,n1319,Undirected,85518,,2.0
n1,n1320,Undirected,85524,,2.0
n2,n3,Undirected,75704,,2.0
n2,n4,Undirected,75705,,2.0
n2,n5,Undirected,75706,,2.0
n2,n6,Undirected,75707,,2.0
n2,n7,Undirected,75708,,2.0
n2,n18,Undirected,80202,,2.0
n2,n22,Undirected,76740,,5.0
n2,n32,Undirected,76743,,2.0
n2,n52,Undirected,82178,,2.0
n2,n70,Undirected,78635,,2.0
n2,n80,Undirected,76734,,2.0
n2,n82,Undirected,80200,,4.0
n2,n91,Undirected,77796,,3.0
n2,n92,Undirected,77945,,2.0
n2,n99,Undirected,80602,,2.0
n2,n126,Undirected,80391,,2.0
n2,n144,Undirected,79552,,2.0
n2,n148,Undirected,82149,,3.0
n2,n151,Undirected,76742,,2.0
n2,n160,Undirected,77954,,3.0
n2,n165,Undirected,80382,,2.0
n2,n178,Undirected,79654,,2.0
n2,n183,Undirected,79556,,3.0
n2,n190,Undirected,78639,,2.0
n2,n202,Undirected,77794,,2.0
n2,n229,Undirected,80389,,2.0
n2,n233,Undirected,76741,,2.0
n2,n294,Undirected,80393,,2.0
n2,n384,Undirected,82145,,2.0
n2,n412,Undirected,79561,,3.0
n2,n414,Undirected,79651,,2.0
n2,n416,Undirected,77792,,2.0
n2,n417,Undirected,77793,,2.0
n2,n418,Undirected,77795,,2.0
n2,n419,Undirected,77797,,2.0
n2,n437,Undirected,77950,,2.0
n2,n438,Undirected,77957,,2.0
n2,n439,Undirected,77960,,2.0
n2,n529,Undirected,78637,,2.0
n2,n665,Undirected,79547,,2.0
n2,n666,Undirected,79559,,2.0
n2,n667,Undirected,79563,,2.0
n2,n721,Undirected,80386,,2.0
n2,n740,Undirected,80196,,2.0
n2,n741,Undirected,80201,,2.0
n2,n743,Undirected,82148,,3.0
n2,n766,Undirected,80378,,2.0
n2,n792,Undirected,80603,,2.0
n2,n793,Undirected,80604,,2.0
n2,n986,Undirected,82143,,3.0
n2,n987,Undirected,82144,,3.0
n2,n988,Undirected,82146,,3.0
n2,n989,Undirected,82147,,3.0
n3,n4,Undirected,75709,,2.0
n3,n5,Undirected,75710,,2.0
n3,n6,Undirected,75711,,2.0
n3,n7,Undirected,75712,,2.0
n3,n9,Undirected,78071,,2.0
n3,n12,Undirected,82728,,2.0
n3,n17,Undirected,78039,,3.0
n3,n22,Undirected,76806,,4.0
n3,n32,Undirected,83989,,2.0
n3,n42,Undirected,76799,,2.0
n3,n43,Undirected,76818,,2.0
n3,n49,Undirected,82719,,2.0
n3,n62,Undirected,76830,,2.0
n3,n64,Undirected,82725,,2.0
n3,n71,Undirected,76812,,2.0
n3,n75,Undirected,78073,,2.0
n3,n81,Undirected,82754,,2.0
n3,n116,Undirected,82716,,2.0
n3,n136,Undirected,83985,,2.0
n3,n144,Undirected,82722,,2.0
n3,n160,Undirected,78797,,2.0
n3,n165,Undirected,81520,,3.0
n3,n208,Undirected,83999,,2.0
n3,n220,Undirected,78049,,2.0
n3,n239,Undirected,76823,,2.0
n3,n240,Undirected,76828,,2.0
n3,n241,Undirected,76829,,2.0
n3,n242,Undirected,76831,,2.0
n3,n266,Undirected,78072,,2.0
n3,n283,Undirected,78069,,2.0
n3,n319,Undirected,78067,,2.0
n3,n352,Undirected,81535,,2.0
n3,n363,Undirected,82711,,3.0
n3,n385,Undirected,82704,,2.0
n3,n395,Undirected,84002,,2.0
n3,n451,Undirected,78068,,2.0
n3,n452,Undirected,78070,,2.0
n3,n453,Undirected,78074,,2.0
n3,n454,Undirected,78075,,2.0
n3,n455,Undirected,78076,,2.0
n3,n498,Undirected,78795,,2.0
n3,n555,Undirected,78788,,2.0
n3,n556,Undirected,78794,,2.0
n3,n557,Undirected,78796,,2.0
n3,n558,Undirected,78798,,2.0
n3,n587,Undirected,83269,,2.0
n3,n681,Undirected,83997,,2.0
n3,n687,Undirected,81533,,2.0
n3,n693,Undirected,81534,,2.0
n3,n897,Undirected,81526,,2.0
n3,n898,Undirected,81532,,2.0
n3,n899,Undirected,81536,,2.0
n3,n938,Undirected,84001,,2.0
n3,n953,Undirected,82756,,2.0
n3,n954,Undirected,82751,,2.0
n3,n1043,Undirected,82697,,2.0
n3,n1044,Undirected,82729,,2.0
n3,n1047,Undirected,82747,,2.0
n4,n5,Undirected,75713,,2.0
n4,n6,Undirected,75714,,2.0
n4,n7,Undirected,75715,,2.0
n5,n6,Undirected,75716,,2.0
n5,n7,Undirected,75717,,2.0
n6,n7,Undirected,75718,,2.0
n6,n43,Undirected,81162,,2.0
n6,n52,Undirected,83545,,3.0
n6,n60,Undirected,83555,,2.0
n6,n91,Undirected,81172,,2.0
n6,n104,Undirected,84379,,2.0
n6,n136,Undirected,81155,,2.0
n6,n165,Undirected,83556,,2.0
n6,n178,Undirected,83557,,2.0
n6,n201,Undirected,84380,,2.0
n6,n361,Undirected,81461,,2.0
n6,n379,Undirected,81171,,2.0
n6,n395,Undirected,84375,,2.0
n6,n419,Undirected,83553,,2.0
n6,n540,Undirected,81462,,2.0
n6,n678,Undirected,81457,,2.0
n6,n764,Undirected,81448,,2.0
n6,n780,Undirected,83552,,2.0
n6,n794,Undirected,83537,,2.0
n6,n852,Undirected,81169,,2.0
n6,n853,Undirected,81170,,2.0
n6,n854,Undirected,81173,,2.0
n6,n855,Undirected,81174,,2.0
n6,n892,Undirected,81453,,2.0
n6,n893,Undirected,81463,,2.0
n6,n1116,Undirected,83554,,2.0
n6,n1117,Undirected,83558,,2.0
n7,n106,Undirected,80490,,2.0
n7,n182,Undirected,78973,,2.0
n7,n263,Undirected,80493,,2.0
n7,n276,Undirected,80495,,2.0
n7,n398,Undirected,78987,,2.0
n7,n582,Undirected,78978,,2.0
n7,n583,Undirected,78982,,2.0
n7,n584,Undirected,78985,,2.0
n7,n585,Undirected,78988,,2.0
n7,n603,Undirected,80486,,2.0
n7,n779,Undirected,80497,,2.0
n8,n9,Undirected,75719,,2.0
n8,n10,Undirected,75722,,2.0
n8,n11,Undirected,75723,,2.0
n8,n12,Undirected,75724,,2.0
n8,n13,Undirected,75725,,2.0
n8,n17,Undirected,78245,,2.0
n8,n18,Undirected,83947,,2.0
n8,n22,Undirected,78253,,8.0
n8,n24,Undirected,83948,,2.0
n8,n25,Undirected,85497,,2.0
n8,n49,Undirected,83393,,4.0
n8,n84,Undirected,81321,,3.0
n8,n88,Undirected,81325,,3.0
n8,n99,Undirected,85485,,2.0
n8,n113,Undirected,80394,,3.0
n8,n115,Undirected,85492,,2.0
n8,n117,Undirected,78254,,2.0
n8,n144,Undirected,85495,,2.0
n8,n148,Undirected,83392,,2.0
n8,n160,Undirected,83391,,2.0
n8,n165,Undirected,85329,,2.0
n8,n170,Undirected,82576,,2.0
n8,n237,Undirected,80397,,2.0
n8,n263,Undirected,78562,,3.0
n8,n363,Undirected,78251,,2.0
n8,n385,Undirected,78246,,2.0
n8,n412,Undirected,83931,,2.0
n8,n419,Undirected,83937,,2.0
