Source,Target,Type,Id,Label,Weight
n4,n22,Undirected,67434,,3.0
n4,n25,Undirected,58119,,14.0
n4,n26,Undirected,58120,,14.0
n4,n34,Undirected,64088,,4.0
n4,n35,Undirected,59662,,3.0
n4,n36,Undirected,74787,,2.0
n4,n38,Undirected,73538,,2.0
n4,n40,Undirected,58121,,11.0
n4,n41,Undirected,69147,,3.0
n4,n43,Undirected,69685,,2.0
n4,n51,Undirected,60415,,6.0
n4,n52,Undirected,69146,,2.0
n4,n54,Undirected,61847,,2.0
n4,n57,Undirected,74372,,2.0
n4,n58,Undirected,62270,,2.0
n4,n59,Undirected,62273,,4.0
n4,n67,Undirected,72585,,5.0
n4,n70,Undirected,72438,,2.0
n4,n71,Undirected,62660,,4.0
n4,n76,Undirected,58868,,28.0
n4,n77,Undirected,64281,,2.0
n4,n78,Undirected,58438,,15.0
n4,n80,Undirected,67438,,4.0
n4,n87,Undirected,69155,,2.0
n4,n88,Undirected,69160,,3.0
n4,n89,Undirected,70913,,2.0
n4,n91,Undirected,58450,,3.0
n4,n93,Undirected,70333,,5.0
n4,n95,Undirected,58446,,2.0
n4,n97,Undirected,60131,,5.0
n4,n98,Undirected,74800,,2.0
n4,n102,Undirected,61950,,5.0
n4,n106,Undirected,68668,,3.0
n4,n107,Undirected,62276,,2.0
n4,n110,Undirected,75678,,2.0
n4,n114,Undirected,64657,,3.0
n4,n115,Undirected,62667,,2.0
n4,n122,Undirected,60116,,2.0
n4,n124,Undirected,59001,,2.0
n4,n128,Undirected,62256,,2.0
n4,n131,Undirected,65405,,4.0
n4,n133,Undirected,66644,,2.0
n4,n134,Undirected,69145,,2.0
n4,n136,Undirected,58873,,23.0
n4,n137,Undirected,58449,,5.0
n4,n145,Undirected,62782,,3.0
n4,n146,Undirected,62783,,2.0
n4,n155,Undirected,73125,,2.0
n4,n163,Undirected,59666,,2.0
n4,n167,Undirected,73205,,2.0
n4,n170,Undirected,73518,,2.0
n4,n171,Undirected,60130,,2.0
n4,n174,Undirected,66642,,2.0
n4,n176,Undirected,58431,,2.0
n4,n177,Undirected,58445,,16.0
n4,n178,Undirected,58447,,2.0
n4,n179,Undirected,58448,,2.0
n4,n186,Undirected,62780,,2.0
n4,n191,Undirected,58855,,5.0
n4,n203,Undirected,74829,,3.0
n4,n210,Undirected,62267,,4.0
n4,n220,Undirected,73126,,2.0
n4,n249,Undirected,70914,,5.0
n4,n252,Undirected,58862,,7.0
n4,n253,Undirected,58878,,5.0
n4,n254,Undirected,58879,,5.0
n4,n255,Undirected,58880,,5.0
n4,n262,Undirected,70339,,2.0
n4,n278,Undirected,73211,,2.0
n4,n285,Undirected,67427,,4.0
n4,n288,Undirected,59004,,2.0
n4,n289,Undirected,59007,,2.0
n4,n295,Undirected,60122,,3.0
n4,n301,Undirected,59051,,2.0
n4,n332,Undirected,73213,,2.0
n4,n345,Undirected,70341,,2.0
n4,n369,Undirected,67445,,3.0
n4,n382,Undirected,68940,,2.0
n4,n400,Undirected,62776,,2.0
n4,n406,Undirected,74802,,2.0
n4,n486,Undirected,60132,,2.0
n4,n507,Undirected,74379,,2.0
n4,n532,Undirected,75144,,2.0
n4,n589,Undirected,70915,,2.0
n4,n606,Undirected,74801,,2.0
n4,n607,Undirected,74804,,2.0
n4,n613,Undirected,72599,,2.0
n4,n639,Undirected,70327,,2.0
n4,n649,Undirected,75510,,2.0
n4,n650,Undirected,64087,,2.0
n4,n664,Undirected,73122,,2.0
n4,n666,Undirected,64284,,2.0
n4,n674,Undirected,64656,,2.0
n4,n718,Undirected,72442,,2.0
n4,n749,Undirected,61954,,3.0
n4,n757,Undirected,62651,,4.0
n4,n764,Undirected,62062,,2.0
n4,n774,Undirected,68660,,2.0
n4,n790,Undirected,62275,,2.0
n4,n826,Undirected,62656,,2.0
n4,n827,Undirected,62663,,2.0
n4,n828,Undirected,62665,,2.0
n4,n834,Undirected,74822,,3.0
n4,n847,Undirected,73214,,2.0
n4,n934,Undirected,73535,,2.0
n4,n937,Undirected,74803,,2.0
n4,n1017,Undirected,67770,,6.0
n4,n1036,Undirected,73004,,2.0
n4,n1060,Undirected,69492,,2.0
n4,n1094,Undirected,72594,,2.0
n4,n1117,Undirected,65286,,4.0
n4,n1125,Undirected,68679,,2.0
n4,n1126,Undirected,65406,,2.0
n4,n1127,Undirected,65407,,2.0
n4,n1210,Undirected,66179,,2.0
n4,n1246,Undirected,70340,,2.0
n4,n1331,Undirected,69144,,2.0
n4,n1347,Undirected,67446,,3.0
n4,n1382,Undirected,67772,,2.0
n4,n1384,Undirected,67786,,3.0
n4,n1395,Undirected,74381,,2.0
n4,n1434,Undirected,75675,,2.0
n4,n1438,Undirected,68517,,2.0
n4,n1448,Undirected,68677,,2.0
n4,n1449,Undirected,68678,,2.0
n4,n1450,Undirected,68680,,2.0
n4,n1463,Undirected,69158,,2.0
n4,n1486,Undirected,69162,,2.0
n4,n1517,Undirected,74830,,3.0
n4,n1620,Undirected,72598,,2.0
n4,n1641,Undirected,74544,,2.0
n4,n1739,Undirected,74539,,2.0
n4,n1786,Undirected,72546,,2.0
n4,n1787,Undirected,72547,,2.0
n4,n1790,Undirected,72600,,2.0
n4,n1823,Undirected,73001,,2.0
n4,n1831,Undirected,73127,,2.0
n4,n1929,Undirected,74378,,2.0
n4,n1930,Undirected,74380,,2.0
n4,n1931,Undirected,74382,,2.0
n4,n1963,Undirected,74826,,3.0
n5,n6,Undirected,57686,,2.0
n5,n7,Undirected,57687,,2.0
n5,n8,Undirected,57688,,2.0
n5,n130,Undirected,75158,,2.0
n5,n136,Undirected,75171,,2.0
n5,n146,Undirected,75167,,2.0
n5,n480,Undirected,75166,,2.0
n5,n684,Undirected,75170,,2.0
n5,n1292,Undirected,75172,,2.0
n5,n1988,Undirected,75168,,2.0
n5,n1989,Undirected,75169,,2.0
n6,n7,Undirected,57689,,2.0
n6,n8,Undirected,57690,,2.0
n7,n8,Undirected,57691,,8.0
n7,n9,Undirected,72453,,2.0
n7,n13,Undirected,57699,,5.0
n7,n14,Undirected,57703,,4.0
n7,n15,Undirected,57707,,2.0
n7,n16,Undirected,57708,,2.0
n7,n18,Undirected,65516,,2.0
n7,n22,Undirected,67413,,2.0
n7,n23,Undirected,63288,,2.0
n7,n24,Undirected,67113,,3.0
n7,n25,Undirected,72466,,2.0
n7,n26,Undirected,68919,,3.0
n7,n31,Undirected,63285,,2.0
n7,n40,Undirected,68912,,2.0
n7,n51,Undirected,63284,,2.0
n7,n62,Undirected,61030,,2.0
n7,n78,Undirected,67111,,2.0
n7,n80,Undirected,63286,,3.0
n7,n88,Undirected,68914,,2.0
n7,n93,Undirected,67913,,2.0
n7,n106,Undirected,68909,,2.0
n7,n124,Undirected,68905,,2.0
n7,n144,Undirected,68915,,2.0
n7,n171,Undirected,67898,,2.0
n7,n192,Undirected,67904,,2.0
n7,n209,Undirected,63279,,2.0
n7,n210,Undirected,67414,,2.0
n7,n285,Undirected,67412,,2.0
n7,n369,Undirected,67416,,2.0
n7,n439,Undirected,67107,,2.0
n7,n515,Undirected,72467,,2.0
n7,n524,Undirected,68917,,2.0
n7,n560,Undirected,61029,,2.0
n7,n568,Undirected,67909,,2.0
n7,n612,Undirected,61028,,2.0
n7,n757,Undirected,67415,,2.0
n7,n887,Undirected,63283,,2.0
n7,n888,Undirected,63287,,2.0
n7,n1006,Undirected,67115,,2.0
n7,n1141,Undirected,65521,,2.0
n7,n1142,Undirected,65525,,2.0
n7,n1143,Undirected,65528,,2.0
n7,n1144,Undirected,65530,,2.0
n7,n1145,Undirected,65532,,2.0
n7,n1347,Undirected,67417,,2.0
n7,n1388,Undirected,67883,,2.0
n7,n1389,Undirected,67891,,2.0
n7,n1390,Undirected,67916,,2.0
n7,n1391,Undirected,67919,,2.0
n7,n1777,Undirected,72460,,2.0
n7,n1778,Undirected,72465,,2.0
n8,n13,Undirected,57700,,3.0
n8,n14,Undirected,57704,,7.0
n8,n15,Undirected,57709,,2.0
n8,n16,Undirected,57710,,2.0
n8,n20,Undirected,74305,,2.0
n8,n22,Undirected,67419,,3.0
n8,n23,Undirected,63258,,3.0
n8,n24,Undirected,60549,,3.0
n8,n25,Undirected,58690,,5.0
n8,n26,Undirected,58697,,5.0
n8,n27,Undirected,58735,,3.0
n8,n31,Undirected,63241,,4.0
n8,n34,Undirected,66629,,2.0
n8,n37,Undirected,71072,,2.0
n8,n40,Undirected,58713,,2.0
n8,n51,Undirected,63290,,3.0
n8,n54,Undirected,71067,,2.0
n8,n67,Undirected,71069,,2.0
n8,n71,Undirected,60538,,2.0
n8,n76,Undirected,60546,,2.0
n8,n78,Undirected,58734,,5.0
n8,n80,Undirected,63291,,4.0
n8,n93,Undirected,67915,,2.0
n8,n97,Undirected,71492,,2.0
n8,n106,Undirected,58737,,2.0
n8,n134,Undirected,71496,,2.0
n8,n136,Undirected,60533,,4.0
n8,n144,Undirected,74306,,2.0
n8,n147,Undirected,58727,,9.0
n8,n162,Undirected,69639,,2.0
n8,n164,Undirected,69645,,2.0
n8,n165,Undirected,71569,,2.0
n8,n171,Undirected,67900,,2.0
n8,n192,Undirected,67906,,2.0
n8,n194,Undirected,71493,,2.0
n8,n197,Undirected,69642,,2.0
n8,n209,Undirected,63252,,3.0
n8,n210,Undirected,67420,,3.0
n8,n218,Undirected,58720,,2.0
n8,n219,Undirected,58736,,2.0
n8,n220,Undirected,58738,,2.0
n8,n221,Undirected,58739,,2.0
n8,n248,Undirected,71564,,2.0
n8,n277,Undirected,66606,,2.0
n8,n285,Undirected,67418,,3.0
n8,n297,Undirected,71494,,2.0
n8,n327,Undirected,71566,,2.0
n8,n369,Undirected,67422,,3.0
n8,n382,Undirected,63943,,3.0
n8,n406,Undirected,61516,,2.0
n8,n439,Undirected,67108,,2.0
n8,n472,Undirected,66621,,2.0
n8,n541,Undirected,71559,,2.0
n8,n550,Undirected,60547,,2.0
n8,n551,Undirected,60548,,3.0
n8,n568,Undirected,67911,,2.0
n8,n572,Undirected,63262,,2.0
n8,n613,Undirected,63247,,2.0
n8,n619,Undirected,66611,,2.0
n8,n683,Undirected,61505,,2.0
n8,n684,Undirected,61511,,2.0
n8,n685,Undirected,61520,,2.0
n8,n757,Undirected,67421,,3.0
n8,n805,Undirected,66632,,2.0
n8,n834,Undirected,71487,,2.0
n8,n887,Undirected,63289,,2.0
n8,n888,Undirected,63292,,2.0
n8,n952,Undirected,63905,,4.0
n8,n953,Undirected,63908,,4.0
n8,n954,Undirected,63909,,4.0
n8,n970,Undirected,71495,,2.0
n8,n1006,Undirected,67116,,2.0
n8,n1255,Undirected,66626,,2.0
n8,n1256,Undirected,66634,,2.0
n8,n1347,Undirected,67423,,3.0
n8,n1388,Undirected,67885,,2.0
n8,n1389,Undirected,67893,,2.0
n8,n1390,Undirected,67918,,2.0
n8,n1391,Undirected,67920,,2.0
n8,n1650,Undirected,71070,,2.0
n9,n10,Undirected,57692,,123.0
n9,n11,Undirected,57693,,123.0
n9,n12,Undirected,57694,,123.0
n9,n13,Undirected,61771,,12.0
n9,n14,Undirected,58270,,32.0
n9,n15,Undirected,61679,,6.0
n9,n20,Undirected,71967,,3.0
n9,n22,Undirected,63571,,2.0
n9,n24,Undirected,58627,,4.0
n9,n25,Undirected,57982,,11.0
n9,n26,Undirected,57983,,11.0
n9,n27,Undirected,63385,,3.0
n9,n28,Undirected,59274,,4.0
n9,n31,Undirected,67536,,7.0
n9,n34,Undirected,74598,,2.0
n9,n35,Undirected,58267,,6.0
n9,n36,Undirected,59284,,3.0
n9,n37,Undirected,57833,,6.0
n9,n40,Undirected,57984,,7.0
n9,n41,Undirected,68110,,2.0
n9,n42,Undirected,58272,,6.0
n9,n43,Undirected,57834,,2.0
n9,n44,Undirected,57835,,2.0
n9,n45,Undirected,57836,,2.0
n9,n51,Undirected,62445,,4.0
n9,n57,Undirected,67755,,2.0
n9,n58,Undirected,62242,,3.0
n9,n59,Undirected,62243,,6.0
n9,n62,Undirected,73986,,2.0
n9,n65,Undirected,74597,,2.0
n9,n67,Undirected,62222,,6.0
n9,n71,Undirected,71243,,2.0
n9,n74,Undirected,60454,,6.0
n9,n75,Undirected,57973,,3.0
n9,n76,Undirected,57975,,28.0
n9,n77,Undirected,57977,,10.0
n9,n78,Undirected,57978,,16.0
n9,n79,Undirected,68156,,2.0
n9,n80,Undirected,58625,,6.0
n9,n88,Undirected,60729,,4.0
n9,n89,Undirected,62941,,3.0
n9,n91,Undirected,73989,,3.0
n9,n93,Undirected,63386,,3.0
n9,n95,Undirected,66488,,2.0
n9,n97,Undirected,64857,,4.0
n9,n98,Undirected,58291,,2.0
n9,n102,Undirected,59273,,14.0
n9,n106,Undirected,72581,,3.0
n9,n107,Undirected,62245,,3.0
n9,n108,Undirected,65574,,7.0
n9,n109,Undirected,59904,,7.0
n9,n110,Undirected,73240,,2.0
n9,n114,Undirected,62795,,3.0
n9,n119,Undirected,70534,,3.0
n9,n128,Undirected,62241,,2.0
n9,n131,Undirected,65399,,4.0
n9,n133,Undirected,58268,,3.0
n9,n134,Undirected,58269,,7.0
n9,n135,Undirected,58271,,2.0
n9,n136,Undirected,58287,,6.0
n9,n137,Undirected,58288,,5.0
n9,n138,Undirected,58289,,2.0
n9,n139,Undirected,58290,,2.0
n9,n140,Undirected,58292,,2.0
n9,n141,Undirected,58293,,4.0
n9,n142,Undirected,74050,,2.0
n9,n147,Undirected,61906,,2.0
n9,n155,Undirected,60723,,4.0
n9,n158,Undirected,58360,,2.0
n9,n159,Undirected,58361,,4.0
n9,n160,Undirected,58362,,2.0
n9,n163,Undirected,62797,,5.0
n9,n164,Undirected,70538,,2.0
n9,n165,Undirected,65843,,5.0
n9,n170,Undirected,63572,,2.0
n9,n177,Undirected,74535,,2.0
n9,n178,Undirected,59137,,2.0
n9,n182,Undirected,75015,,2.0
n9,n185,Undirected,73232,,2.0
n9,n191,Undirected,58573,,8.0
n9,n192,Undirected,62796,,3.0
n9,n194,Undirected,62957,,3.0
n9,n197,Undirected,62444,,2.0
n9,n203,Undirected,75320,,2.0
n9,n207,Undirected,58624,,3.0
n9,n208,Undirected,58626,,2.0
n9,n209,Undirected,58628,,3.0
n9,n210,Undirected,58629,,5.0
n9,n216,Undirected,62440,,6.0
n9,n219,Undirected,68546,,2.0
n9,n223,Undirected,74599,,2.0
n9,n224,Undirected,60761,,2.0
n9,n226,Undirected,68796,,2.0
n9,n228,Undirected,65571,,3.0
n9,n234,Undirected,64845,,2.0
n9,n236,Undirected,65573,,2.0
n9,n239,Undirected,61678,,4.0
n9,n245,Undirected,68790,,3.0
n9,n248,Undirected,61712,,3.0
n9,n249,Undirected,73801,,2.0
n9,n252,Undirected,62794,,2.0
n9,n277,Undirected,62223,,5.0
n9,n287,Undirected,67086,,3.0
n9,n292,Undirected,73241,,2.0
n9,n295,Undirected,70657,,4.0
n9,n296,Undirected,62446,,2.0
n9,n297,Undirected,66489,,2.0
n9,n303,Undirected,71593,,2.0
n9,n314,Undirected,59136,,2.0
n9,n315,Undirected,59138,,2.0
n9,n332,Undirected,63573,,3.0
n9,n338,Undirected,64680,,3.0
n9,n339,Undirected,59547,,3.0
n9,n342,Undirected,59281,,2.0
n9,n357,Undirected,62443,,2.0
n9,n385,Undirected,73987,,2.0
n9,n386,Undirected,71968,,4.0
n9,n396,Undirected,59546,,2.0
n9,n406,Undirected,73239,,3.0
n9,n429,Undirected,60725,,2.0
n9,n439,Undirected,72287,,2.0
n9,n441,Undirected,59902,,3.0
n9,n442,Undirected,59903,,3.0
n9,n443,Undirected,59905,,3.0
n9,n444,Undirected,59906,,3.0
n9,n448,Undirected,62441,,3.0
n9,n454,Undirected,67754,,2.0
n9,n468,Undirected,60728,,2.0
n9,n475,Undirected,65663,,2.0
n9,n486,Undirected,73387,,2.0
n9,n499,Undirected,60455,,2.0
n9,n501,Undirected,60724,,3.0
n9,n505,Undirected,68791,,2.0
n9,n515,Undirected,65681,,3.0
n9,n519,Undirected,74927,,2.0
n9,n532,Undirected,72739,,2.0
n9,n540,Undirected,74049,,2.0
n9,n544,Undirected,75323,,2.0
n9,n551,Undirected,61772,,6.0
n9,n573,Undirected,73334,,2.0
n9,n574,Undirected,70537,,2.0
n9,n575,Undirected,60726,,2.0
n9,n576,Undirected,60727,,2.0
n9,n577,Undirected,60760,,2.0
n9,n586,Undirected,61907,,2.0
n9,n589,Undirected,67753,,4.0
n9,n596,Undirected,69203,,4.0
n9,n602,Undirected,67085,,3.0
n9,n615,Undirected,74499,,7.0
n9,n621,Undirected,71966,,2.0
n9,n623,Undirected,74264,,2.0
n9,n626,Undirected,75319,,2.0
n9,n632,Undirected,74596,,2.0
n9,n639,Undirected,72343,,2.0
n9,n643,Undirected,62645,,2.0
n9,n664,Undirected,67084,,3.0
n9,n666,Undirected,68792,,3.0
n9,n674,Undirected,74266,,2.0
n9,n706,Undirected,68009,,2.0
n9,n712,Undirected,61711,,2.0
n9,n713,Undirected,61713,,2.0
n9,n714,Undirected,61714,,2.0
n9,n715,Undirected,61715,,2.0
n9,n722,Undirected,61768,,5.0
n9,n723,Undirected,61769,,5.0
n9,n724,Undirected,61770,,5.0
n9,n726,Undirected,67856,,2.0
n9,n749,Undirected,74534,,2.0
n9,n767,Undirected,68112,,4.0
n9,n773,Undirected,68547,,2.0
n9,n790,Undirected,62244,,2.0
n9,n793,Undirected,75321,,2.0
n9,n802,Undirected,62442,,2.0
n9,n811,Undirected,67855,,2.0
n9,n814,Undirected,62447,,2.0
n9,n820,Undirected,64066,,2.0
n9,n824,Undirected,62639,,2.0
n9,n825,Undirected,62642,,2.0
n9,n858,Undirected,62940,,3.0
n9,n861,Undirected,62953,,2.0
n9,n862,Undirected,62954,,2.0
n9,n863,Undirected,62955,,2.0
n9,n864,Undirected,62956,,2.0
n9,n895,Undirected,66490,,2.0
n9,n910,Undirected,64858,,2.0
n9,n917,Undirected,63570,,4.0
n9,n937,Undirected,70536,,2.0
n9,n948,Undirected,68007,,2.0
n9,n958,Undirected,74503,,2.0
n9,n960,Undirected,72738,,2.0
n9,n991,Undirected,69518,,2.0
n9,n1017,Undirected,67766,,2.0
n9,n1024,Undirected,65572,,2.0
n9,n1036,Undirected,72994,,3.0
n9,n1045,Undirected,73333,,2.0
n9,n1056,Undirected,68008,,2.0
n9,n1074,Undirected,64850,,2.0
n9,n1111,Undirected,73988,,2.0
n9,n1118,Undirected,65288,,6.0
n9,n1119,Undirected,65289,,5.0
n9,n1126,Undirected,65400,,2.0
n9,n1127,Undirected,65401,,2.0
n9,n1151,Undirected,74051,,2.0
n9,n1156,Undirected,65624,,2.0
n9,n1157,Undirected,65665,,2.0
n9,n1164,Undirected,65664,,2.0
n9,n1177,Undirected,65839,,2.0
n9,n1178,Undirected,65840,,2.0
n9,n1179,Undirected,65841,,2.0
n9,n1180,Undirected,65842,,2.0
n9,n1181,Undirected,65844,,2.0
n9,n1231,Undirected,74501,,2.0
n9,n1238,Undirected,66491,,2.0
n9,n1239,Undirected,66492,,2.0
n9,n1308,Undirected,68795,,2.0
n9,n1354,Undirected,74500,,2.0
n9,n1382,Undirected,67767,,2.0
n9,n1387,Undirected,67854,,2.0
n9,n1405,Undirected,68111,,2.0
n9,n1442,Undirected,74502,,2.0
n9,n1458,Undirected,68793,,2.0
n9,n1459,Undirected,68794,,2.0
n9,n1477,Undirected,73800,,2.0
n9,n1535,Undirected,71244,,2.0
n9,n1604,Undirected,70535,,2.0
n9,n1641,Undirected,74536,,2.0
n9,n1694,Undirected,71592,,2.0
n9,n1739,Undirected,74533,,2.0
n9,n1770,Undirected,72342,,2.0
n9,n1771,Undirected,72344,,2.0
n9,n1772,Undirected,72345,,2.0
n9,n1777,Undirected,72452,,2.0
n9,n1778,Undirected,72454,,2.0
n9,n1789,Undirected,72582,,2.0
n9,n1823,Undirected,72993,,2.0
n9,n1848,Undirected,73329,,2.0
n9,n1849,Undirected,73332,,2.0
n9,n1873,Undirected,73633,,2.0
n9,n1889,Undirected,74595,,2.0
n9,n1901,Undirected,73990,,2.0
n9,n1914,Undirected,74265,,2.0
n9,n1915,Undirected,74267,,2.0
n9,n1942,Undirected,74504,,2.0
n9,n1946,Undirected,75322,,2.0
n9,n1947,Undirected,74594,,2.0
n9,n1969,Undirected,74928,,2.0
n9,n1972,Undirected,74958,,2.0
n9,n1987,Undirected,75318,,2.0
n10,n11,Undirected,57695,,123.0
n10,n12,Undirected,57696,,123.0
n11,n12,Undirected,57697,,123.0
n11,n14,Undirected,70729,,2.0
n11,n34,Undirected,57945,,2.0
n11,n59,Undirected,71575,,2.0
n11,n60,Undirected,57900,,2.0
n11,n61,Undirected,57910,,2.0
n11,n62,Undirected,57919,,2.0
n11,n63,Undirected,57927,,2.0
n11,n64,Undirected,57934,,2.0
n11,n65,Undirected,57940,,2.0
n11,n66,Undirected,57949,,2.0
n11,n67,Undirected,57952,,2.0
n11,n68,Undirected,57954,,2.0
n11,n69,Undirected,57956,,2.0
n11,n76,Undirected,64143,,6.0
n11,n77,Undirected,67057,,4.0
n11,n124,Undirected,58215,,26.0
n11,n125,Undirected,58218,,26.0
n11,n126,Undirected,58220,,26.0
n11,n127,Undirected,58222,,26.0
n11,n251,Undirected,71581,,2.0
n11,n378,Undirected,71578,,2.0
n11,n493,Undirected,69077,,2.0
n11,n618,Undirected,71571,,2.0
n11,n635,Undirected,69078,,2.0
n11,n636,Undirected,69079,,2.0
n11,n781,Undirected,69076,,2.0
n11,n979,Undirected,64144,,6.0
n11,n980,Undirected,64145,,6.0
n11,n1171,Undirected,70723,,2.0
n11,n1271,Undirected,70730,,2.0
n11,n1478,Undirected,69075,,2.0
n11,n1626,Undirected,70726,,2.0
n11,n1692,Undirected,71582,,2.0
n12,n31,Undirected,66084,,2.0
n12,n40,Undirected,66085,,2.0
n12,n51,Undirected,65421,,2.0
n12,n59,Undirected,66082,,2.0
n12,n61,Undirected,72007,,2.0
n12,n67,Undirected,65420,,2.0
n12,n76,Undirected,63536,,55.0
n12,n80,Undirected,71995,,3.0
n12,n106,Undirected,63415,,2.0
n12,n114,Undirected,63533,,2.0
n12,n136,Undirected,63545,,2.0
n12,n177,Undirected,63547,,2.0
n12,n192,Undirected,66081,,2.0
n12,n219,Undirected,63529,,2.0
n12,n239,Undirected,66057,,2.0
n12,n253,Undirected,63539,,2.0
n12,n337,Undirected,63436,,2.0
n12,n426,Undirected,66049,,2.0
n12,n467,Undirected,63430,,2.0
n12,n506,Undirected,66083,,2.0
n12,n586,Undirected,71662,,2.0
n12,n587,Undirected,66072,,2.0
n12,n613,Undirected,72004,,2.0
n12,n627,Undirected,63435,,2.0
n12,n666,Undirected,68836,,2.0
n12,n725,Undirected,65281,,55.0
n12,n895,Undirected,63422,,2.0
n12,n896,Undirected,63431,,2.0
n12,n897,Undirected,63432,,2.0
n12,n898,Undirected,63433,,2.0
n12,n899,Undirected,63434,,2.0
n12,n910,Undirected,63543,,2.0
n12,n911,Undirected,63549,,2.0
n12,n951,Undirected,66080,,2.0
n12,n1116,Undirected,65280,,54.0
n12,n1129,Undirected,65419,,2.0
n12,n1198,Undirected,66064,,2.0
n12,n1460,Undirected,68837,,2.0
n12,n1461,Undirected,68838,,2.0
n12,n1519,Undirected,72009,,2.0
n12,n1730,Undirected,71990,,2.0
n12,n1731,Undirected,72000,,2.0
n12,n1732,Undirected,72011,,2.0
n13,n14,Undirected,57698,,11.0
n13,n15,Undirected,57701,,12.0
n13,n16,Undirected,57702,,2.0
n13,n17,Undirected,68034,,2.0
n13,n23,Undirected,66926,,3.0
n13,n24,Undirected,65001,,6.0
n13,n25,Undirected,57859,,16.0
n13,n26,Undirected,57861,,15.0
n13,n27,Undirected,58706,,3.0
n13,n31,Undirected,67038,,2.0
n13,n34,Undirected,64418,,4.0
n13,n35,Undirected,75680,,2.0
n13,n36,Undirected,74786,,2.0
n13,n37,Undirected,69369,,2.0
n13,n39,Undirected,69264,,2.0
n13,n40,Undirected,58702,,5.0
n13,n42,Undirected,70300,,3.0
n13,n51,Undirected,57862,,4.0
n13,n52,Undirected,67035,,2.0
n13,n57,Undirected,71949,,2.0
n13,n58,Undirected,60163,,2.0
n13,n59,Undirected,59630,,4.0
n13,n67,Undirected,67548,,2.0
n13,n76,Undirected,59642,,8.0
n13,n78,Undirected,58705,,4.0
n13,n79,Undirected,68157,,2.0
n13,n80,Undirected,59643,,4.0
n13,n88,Undirected,68409,,3.0
n13,n91,Undirected,72714,,2.0
n13,n97,Undirected,63015,,2.0
n13,n98,Undirected,74796,,2.0
n13,n102,Undirected,72687,,2.0
n13,n106,Undirected,58708,,5.0
n13,n107,Undirected,62675,,2.0
n13,n109,Undirected,60010,,4.0
n13,n110,Undirected,75679,,2.0
n13,n114,Undirected,59623,,2.0
n13,n115,Undirected,66927,,3.0
