Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n49,n49,AMA,8,124.0,5.0,0.31866366848699,1.8441667513886288E-4,2.3632593E-4,2.3632593E-4,3,6.121108329328895E-4,0,0.4642857142857143,13,0.006756357052737766
n50,n50,Richard,12,129.0,4.0,0.37783279375357076,0.0021219112498305657,3.4135967E-4,3.4135967E-4,3,6.484655907359246E-4,0,0.4696969696969697,31,0.041291701723977926
n51,n51,just,220,668.0,4.0,0.5008836152486745,0.022642511490626595,0.0058031143,0.0058031143,12,0.005304904730277419,0,0.12187629721876297,2936,0.5765614153712859
n52,n52,Movie,71,194.0,4.0,0.4537968892955169,0.006898453523278533,0.0018906074,0.0018906074,4,0.0018210293399693097,0,0.2084507042253521,518,0.22595595256055695
n53,n53,surprisingly,7,14.0,5.0,0.3469137961182025,0.0,2.1006749E-4,2.1006749E-4,4,1.797321917826598E-4,0,1.0,21,0.022477922117421965
n54,n54,pretty,60,131.0,4.0,0.4414775255896751,0.0018299097872241745,0.0016017646,0.0016017646,4,0.0011726863204161127,0,0.2559322033898305,453,0.20450627843566768
n55,n55,accurate,17,34.0,4.0,0.412731433326399,5.709368734715423E-5,4.7265185E-4,4.7265185E-4,12,3.452578318900484E-4,0,0.6397058823529411,87,0.0836269746299989
n56,n56,actually,30,64.0,4.0,0.4103412616339193,4.2536214205013146E-4,8.140115E-4,8.140115E-4,4,6.32696839605557E-4,0,0.32873563218390806,143,0.10247205933581915
n57,n57,definitely,63,145.0,4.0,0.4516275893466879,0.0010705777742818173,0.0016805399,0.0016805399,4,0.0011316483043717384,0,0.3579109062980031,699,0.2629701206057079
n58,n58,worth,65,151.0,4.0,0.4486657620985979,9.671139124359344E-4,0.0017330567,0.0017330567,4,0.0011798214504370739,0,0.2918269230769231,607,0.2461926457822756
n59,n59,watch,218,668.0,4.0,0.5031701749936597,0.022048037654207046,0.0057505975,0.0057505975,4,0.005284559725549254,0,0.12560774531771868,2971,0.583733682954393
n60,n60,Watched,52,114.0,4.0,0.43796909492273733,0.0013070741200748965,0.0013916971,0.0013916971,4,9.8468201097603E-4,0,0.27526395173454,365,0.17469952110778075
n61,n61,Gravity,127,346.0,4.0,0.4711469959629542,0.023297263531649105,0.0033610798,0.0033610798,26,0.003338244138332979,0,0.1151106111736033,921,0.29045409503681874
n62,n62,today,72,159.0,4.0,0.45830445830445826,0.004031907352708946,0.0019168658,0.0019168658,4,0.0013825102101786542,0,0.263302034428795,673,0.25625129801525626
n63,n63,niece,11,22.0,5.0,0.36237442922374424,0.0,3.1510124E-4,3.1510124E-4,12,2.4575097201983467E-4,0,1.0,55,0.03063421631985508
n64,n64,sister,11,22.0,5.0,0.36237442922374424,0.0,3.1510124E-4,3.1510124E-4,12,2.457509720198347E-4,0,1.0,55,0.03063421631985508
n65,n65,Those,18,37.0,5.0,0.3833816425120773,8.183458888836948E-5,4.9891026E-4,4.9891026E-4,12,3.6658162821848954E-4,0,0.5882352941176471,90,0.055085437435921675
n66,n66,damn,23,49.0,5.0,0.4144558178399833,2.0976806402659012E-4,6.3020247E-4,6.3020247E-4,12,4.471475244292195E-4,0,0.525691699604743,133,0.10326707787175418
n67,n67,good,283,959.0,4.0,0.5154585606651079,0.03256457302370067,0.0074573955,0.0074573955,12,0.007605318925567802,0,0.08793825025687292,3509,0.6496793482624365
n68,n68,movies,18,37.0,5.0,0.3827160493827161,7.466876132060118E-5,4.9891026E-4,4.9891026E-4,12,3.68737298684364E-4,0,0.5947712418300654,91,0.055125490937197895
n69,n69,em,11,22.0,5.0,0.36237442922374424,0.0,3.1510124E-4,3.1510124E-4,12,2.4575097201983467E-4,0,1.0,55,0.030634216319855072
n70,n70,Ive,10,21.0,4.0,0.392172366080253,2.569457580217456E-5,2.888428E-4,2.888428E-4,4,2.3407112323182717E-4,0,0.6222222222222222,28,0.051020330244163865
n71,n71,never,95,278.0,4.0,0.468255841397215,0.005653312496389104,0.0025208099,0.0025208099,4,0.0021828976147879263,0,0.21612541993281076,965,0.3197462492665139
n72,n72,anxious,10,21.0,4.0,0.37956762961545815,1.1698603139793223E-5,2.888428E-4,2.888428E-4,4,2.344695009591963E-4,0,0.7333333333333333,33,0.04937392990965821
n73,n73,whistle,5,10.0,4.0,0.36497424576894777,0.0,1.5755062E-4,1.5755062E-4,4,1.5303425230927886E-4,0,1.0,10,0.024011663533603612
n74,n74,watching,160,449.0,4.0,0.48508557457212714,0.013150159961622878,0.004227608,0.004227608,4,0.0036197315426854306,0,0.14300314465408806,1819,0.442521566325228
n75,n75,excellent,58,133.0,4.0,0.44584269662921344,0.002941254614562401,0.0015492477,0.0015492477,4,0.0012099823973836042,0,0.23472474289171205,388,0.18421220315821177
n76,n76,movie,555,5263.0,4.0,0.566533409480297,0.12401113744727689,0.01459969,0.01459969,1,0.02725266440773392,0,0.046066282889387584,7082,1.0
n77,n77,awesome,88,256.0,4.0,0.4693636148568725,0.0035698547709879357,0.0023370008,0.0023370008,4,0.00200009135535094,0,0.22439916405433646,859,0.3059819530885073
n78,n78,amazing,306,1097.0,4.0,0.5216933999474099,0.028248162082898133,0.00806134,0.00806134,12,0.008246518876615889,0,0.10022500803600129,4677,0.7603894218773529
n79,n79,seeing,83,214.0,4.0,0.4481590241698667,0.003955307415241418,0.0022057085,0.0022057085,4,0.0018271415964563793,0,0.1892447840141052,644,0.23411127497576914
n80,n80,amp,246,672.0,4.0,0.5096326740303109,0.043661055557777245,0.006485834,0.006485834,4,0.005729237516961746,0,0.09766052762568442,2943,0.5723490015012909
n81,n81,week,45,136.0,4.0,0.4267584426758443,0.0011360982259777809,0.001207888,0.001207888,4,0.0011499880874533603,0,0.2797979797979798,277,0.14443128015813914
n82,n82,able,8,24.0,5.0,0.35127478753541075,0.0,2.3632593E-4,2.3632593E-4,4,2.6468082045720103E-4,0,1.0,28,0.020503246769971915
n83,n83,burn,8,24.0,5.0,0.35127478753541075,0.0,2.3632593E-4,2.3632593E-4,4,2.64680820457201E-4,0,1.0,28,0.020503246769971912
n84,n84,lot,37,85.0,4.0,0.4252036005143592,6.167582346828196E-4,9.978205E-4,9.978205E-4,4,7.313697853858598E-4,0,0.35585585585585583,237,0.129138879022771
n85,n85,due,19,46.0,5.0,0.37611374407582937,1.1737533070068372E-4,5.251687E-4,5.251687E-4,4,4.5937104192147847E-4,0,0.5380116959064327,92,0.048191964123177555
n86,n86,anxiety,20,48.0,4.0,0.38940137389597645,1.7816642519520744E-4,5.5142713E-4,5.5142713E-4,4,4.7011856668164264E-4,0,0.4263157894736842,81,0.05887213291177245
n87,n87,long,95,295.0,4.0,0.4653999530846821,0.004508906958193187,0.0025208099,0.0025208099,4,0.002300951173829708,0,0.19014557670772678,849,0.29228506871175763
n88,n88,time,166,532.0,4.0,0.4921855618953113,0.011367292305120751,0.004385159,0.004385159,4,0.0040668848588653415,0,0.1569916027747353,2150,0.4880417616645813
n89,n89,man,73,178.0,4.0,0.4602180468568778,0.0028960625553598298,0.0019431242,0.0019431242,4,0.001511727598938183,0,0.2496194824961948,656,0.2635801865951532
n90,n90,Do,49,147.0,4.0,0.44624381466486734,0.0018966270420665385,0.0013129218,0.0013129218,12,0.0011642089998219669,0,0.33503401360544216,394,0.19958891928802214
n91,n91,much,113,284.0,4.0,0.4748683580660603,0.005939108375576429,0.0029934617,0.0029934617,12,0.0022532587424691688,0,0.2138116308470291,1353,0.3709488372448093
n92,n92,care,22,44.0,5.0,0.3901671583087512,8.765776699135331E-5,6.03944E-4,6.03944E-4,12,3.9119872944973205E-4,0,0.5844155844155844,135,0.09257705864447004
n93,n93,think,109,262.0,4.0,0.4747547260110074,0.005121510270606896,0.0028884278,0.0028884278,4,0.002083188800859073,0,0.22443085287121983,1321,0.37391653187420726
n94,n94,riveting,37,79.0,4.0,0.42971626597357593,7.484872572099952E-4,9.978205E-4,9.978205E-4,12,6.628585369734637E-4,0,0.45495495495495497,303,0.17089347606544852
n95,n95,win,56,142.0,4.0,0.4451424725151447,0.0025029006665001864,0.0014967308,0.0014967308,12,0.0012196878057146292,0,0.30194805194805197,465,0.21665257670576266
n96,n96,supporting,27,57.0,5.0,0.40440277211577663,7.334221975447413E-4,7.352362E-4,7.352362E-4,12,5.342917675868412E-4,0,0.4757834757834758,167,0.11456594633808975
n97,n97,Oscar,156,418.0,4.0,0.49060336300692386,0.009998901146044046,0.0041225743,0.0041225743,12,0.003308888879973235,0,0.15831265508684864,1914,0.45243058577573175
n98,n98,My,50,130.0,4.0,0.4364276286845578,8.655274727510658E-4,0.0013391802,0.0013391802,4,0.0010365490906440384,0,0.30122448979591837,369,0.18348876845227993
n99,n99,genius,10,23.0,5.0,0.36795252225519287,1.0632763169949725E-5,2.888428E-4,2.888428E-4,12,2.495383295197122E-4,0,0.6444444444444445,29,0.04601116250272304
n100,n100,Heart,20,40.0,4.0,0.3847944142746315,1.5694242739409267E-4,5.5142713E-4,5.5142713E-4,12,3.785916606164862E-4,0,0.5,95,0.07325356459415093
n101,n101,Going,17,44.0,4.0,0.4077270859021784,3.0155353889872136E-4,4.7265185E-4,4.7265185E-4,4,4.457718607840104E-4,0,0.5661764705882353,77,0.09100486335642981
n102,n102,see,395,1316.0,4.0,0.5341949380721593,0.06608898366432224,0.01039834,0.01039834,4,0.010907872339932465,0,0.06760907280087387,5261,0.8132037857276104
n103,n103,Kat,4,8.0,5.0,0.3486206290634335,0.0,1.3129218E-4,1.3129218E-4,4,1.8399937358312603E-4,0,1.0,6,0.012710055865650827
n104,n104,Jenn,4,8.0,5.0,0.3486206290634335,0.0,1.3129218E-4,1.3129218E-4,4,1.8399937358312603E-4,0,1.0,6,0.012710055865650827
n105,n105,Josh,4,8.0,5.0,0.3486206290634335,0.0,1.3129218E-4,1.3129218E-4,4,1.83999373583126E-4,0,1.0,6,0.012710055865650827
n106,n106,be,215,601.0,4.0,0.4994964753272911,0.024315671018786542,0.005671822,0.005671822,4,0.004991134962737177,0,0.11462725494457726,2637,0.5401918135931585
n107,n107,epic,52,119.0,4.0,0.43700440528634366,7.438373502163313E-4,0.0013916971,0.0013916971,4,9.543790184523793E-4,0,0.30995475113122173,411,0.1965182665471525
n108,n108,true,99,262.0,4.0,0.47600767754318624,0.004504724973762823,0.0026258435,0.0026258435,4,0.0020935145598518392,0,0.2391259534116677,1160,0.3490258487331265
n109,n109,story,165,467.0,4.0,0.49036085022244186,0.015749225459690725,0.0043589002,0.0043589002,4,0.003747417639684949,0,0.14929785661492978,2020,0.46123403679831515
n110,n110,sure,49,121.0,4.0,0.44226482389656707,0.001246473185944824,0.0013129218,0.0013129218,4,0.0010222565116331226,0,0.36054421768707484,424,0.20539298794876854
n111,n111,world,12,43.0,5.0,0.37216282123429,1.2693170151179244E-4,3.4135967E-4,3.4135967E-4,12,4.0771125401658386E-4,0,0.4393939393939394,29,0.04980965975997572
n112,n112,hero,28,62.0,5.0,0.4016194331983806,3.069941702037452E-4,7.614946E-4,7.614946E-4,4,5.640274852613134E-4,0,0.3994708994708995,151,0.10565189489902642
n113,n113,films,4,8.0,5.0,0.3238654913483513,0.0,1.3129218E-4,1.3129218E-4,17,2.2167682103459396E-4,0,1.0,6,0.005370859056768196
n114,n114,go,205,644.0,4.0,0.5007571933366987,0.018328885231811858,0.005409238,0.005409238,4,0.005111644977280715,0,0.1294595887135342,2707,0.5450427138458426
n115,n115,again,82,214.0,4.0,0.46107366953288403,0.0038169990053846625,0.0021794501,0.0021794501,4,0.0017695331390547462,0,0.21890996687744654,727,0.2769296515454775
n116,n116,Love,11,30.0,4.0,0.3777608530083778,1.4958263375712015E-4,3.1510124E-4,3.1510124E-4,4,3.448102481024226E-4,0,0.43636363636363634,24,0.041116984082261956
n117,n117,Phenomenal,19,38.0,5.0,0.40276086073893624,2.620608367738395E-4,5.251687E-4,5.251687E-4,12,3.889042014446183E-4,0,0.5847953216374269,100,0.07975910753868705
n118,n118,AWESOME,11,23.0,5.0,0.39248269040553907,5.037183287081279E-4,3.1510124E-4,3.1510124E-4,12,2.5846150889661715E-4,0,0.8181818181818182,45,0.05466958119767659
n119,n119,So,89,200.0,4.0,0.4543164643920311,0.008390778503171872,0.0023632592,0.0023632592,2,0.0017833163158248392,0,0.18947906026557712,742,0.256099813735214
n120,n120,real,79,191.0,4.0,0.45400457665903887,0.0054575427811848105,0.002100675,0.002100675,12,0.0017348495897568982,0,0.1866277182732879,575,0.22304604779158804
n121,n121,documentary,17,35.0,5.0,0.3960870433220203,1.1055224410130916E-4,4.7265185E-4,4.7265185E-4,12,3.5235483031835474E-4,0,0.6176470588235294,84,0.06877855402966157
n122,n122,ending,65,148.0,4.0,0.4435501900290633,0.0022447301017305067,0.0017330567,0.0017330567,12,0.0012714507758927339,0,0.23221153846153847,483,0.2096548453766247
n123,n123,Blubbering,10,20.0,5.0,0.390935960591133,0.0,2.888428E-4,2.888428E-4,12,2.2344488999839423E-4,0,1.0,45,0.05425540924766872
n124,n124,always,54,217.0,5.0,0.4434510505140814,0.0019788519542079702,0.0014442139,0.0014442139,6,0.0015315374750855975,0,0.3305380852550664,473,0.2188954655754496
n125,n125,big,58,236.0,4.0,0.4323382000435825,0.0018348362591361544,0.0015492477,0.0015492477,6,0.0016630681800140158,0,0.22867513611615245,378,0.17346494057028386
n126,n126,screen,31,165.0,4.0,0.38397522740468354,8.601322327304825E-4,8.4026996E-4,8.4026996E-4,6,0.001189767109900071,0,0.2645161290322581,123,0.07170160811963533
n127,n127,buzz,4,104.0,5.0,0.3255661306202822,0.0,1.3129218E-4,1.3129218E-4,6,6.747059029635742E-4,0,1.0,6,0.007661762149835155
n128,n128,Absolutely,25,54.0,4.0,0.4176842105263158,6.111126957882331E-5,6.8271934E-4,6.8271934E-4,4,4.510681669380275E-4,0,0.5733333333333334,172,0.13310579935160385
n129,n129,experience,41,96.0,4.0,0.43767924112067064,6.342390469197753E-4,0.0011028543,0.0011028543,5,7.754561537374448E-4,0,0.3621951219512195,297,0.16505066745947766
n130,n130,perfect,22,51.0,4.0,0.4073085608704578,2.658296107786847E-4,6.03944E-4,6.03944E-4,4,4.794010587612924E-4,0,0.4805194805194805,111,0.08641658719592127
n131,n131,cinema,129,319.0,4.0,0.48003871279941934,0.006992945678134547,0.0034135967,0.0034135967,4,0.00258730039012936,0,0.18410852713178294,1520,0.3968900929787633
n132,n132,enjoy,11,22.0,4.0,0.391398697968041,3.754847457679849E-5,3.1510124E-4,3.1510124E-4,4,2.551592314414316E-4,0,0.8181818181818182,45,0.05416954830544771
n133,n133,emotional,87,216.0,4.0,0.4634431207661761,0.00254692249825244,0.0023107424,0.0023107424,4,0.0016697553146777276,0,0.2491312483293237,932,0.30226199786027763
n134,n134,Great,134,408.0,4.0,0.48027112079399664,0.0059222636669753635,0.0035448887,0.0035448887,4,0.0030751415782098246,0,0.19055100437661318,1698,0.42830779060762364
n135,n135,highly,39,108.0,4.0,0.43932683790965454,3.174978552330279E-4,0.0010503375,0.0010503375,4,8.211291454687495E-4,0,0.5155195681511471,382,0.19585684274392293
n136,n136,have,212,677.0,4.0,0.5016434892541087,0.022724332383672982,0.0055930465,0.0055930465,4,0.005353871881991592,0,0.12366985603147634,2766,0.5619342404172717
n137,n137,so,219,659.0,4.0,0.5020242914979757,0.02003932068823746,0.0057768556,0.0057768556,4,0.00517744443290125,0,0.12157010598634325,2902,0.5772867146363055
n138,n138,many,39,81.0,5.0,0.4194503171247357,0.0010538701586470987,0.0010503375,0.0010503375,4,7.772768278592906E-4,0,0.3157894736842105,234,0.13479656276000446
n139,n139,feelings,7,14.0,5.0,0.3591600289645185,0.0,2.1006749E-4,2.1006749E-4,4,1.7829515994920018E-4,0,1.0,21,0.030762322944073998
n140,n140,spent,7,14.0,5.0,0.3591600289645185,0.0,2.1006749E-4,2.1006749E-4,4,1.7829515994920018E-4,0,1.0,21,0.030762322944073998
n141,n141,while,45,131.0,4.0,0.44897035528400087,0.0015396588807257794,0.001207888,0.001207888,4,0.0010704764410580357,0,0.4111111111111111,407,0.21511143965833998
n142,n142,absolute,28,57.0,4.0,0.4194503171247357,6.40329597388836E-4,7.614946E-4,7.614946E-4,12,5.23859413191338E-4,0,0.42857142857142855,162,0.12802331798072739
n143,n143,loving,1,2.0,5.0,0.3095163806552262,0.0,5.2516873E-5,5.2516873E-5,4,8.899793821497106E-5,0,0.0,0,0.0031278704321500267
n144,n144,Loved,69,175.0,4.0,0.46150267504070713,0.00145066056193805,0.0018380905,0.0018380905,12,0.0013632029424542062,0,0.31202046035805625,732,0.2783764488348731
n145,n145,start,48,106.0,4.0,0.4402041269136899,6.098360251821601E-4,0.0012866633,0.0012866633,12,8.79068059596351E-4,0,0.34308510638297873,387,0.18331043179217044
n146,n146,end,144,342.0,4.0,0.48050375393557765,0.015874481598528,0.0038074732,0.0038074732,4,0.0029684473779861254,0,0.145979020979021,1503,0.3929100353946775
n147,n147,last,182,471.0,4.0,0.4918195339613287,0.016560021020543037,0.004805294,0.004805294,4,0.003817093965493756,0,0.13963936615870318,2300,0.4973615029054185
n148,n148,haunting,7,14.0,5.0,0.3561938958707361,0.0,2.1006749E-4,2.1006749E-4,12,1.8248034023234452E-4,0,1.0,21,0.02719352981893576
n149,n149,Rich,7,14.0,5.0,0.3561938958707361,0.0,2.1006749E-4,2.1006749E-4,12,1.8248034023234452E-4,0,1.0,21,0.02719352981893576
n150,n150,Box,35,110.0,4.0,0.3551100769643816,9.773865957244012E-4,9.453037E-4,9.453037E-4,26,0.0012520045577247303,0,0.23361344537815126,139,0.031133295715047984
n151,n151,office,8,17.0,5.0,0.3211395273551311,3.3464430027925456E-5,2.3632593E-4,2.3632593E-4,26,2.7719654045912413E-4,0,0.5714285714285714,16,0.007186758902203968
n152,n152,update,4,8.0,5.0,0.30133657351154314,0.0,1.3129218E-4,1.3129218E-4,26,1.7529461273538898E-4,0,1.0,6,0.002498242849377617
n153,n153,top,27,71.0,4.0,0.41927303465765003,0.0020667010215542434,7.352362E-4,7.352362E-4,4,6.883126468960369E-4,0,0.38746438746438744,136,0.10213973360740385
n154,n154,disappointing,4,8.0,5.0,0.30133657351154314,0.0,1.3129218E-4,1.3129218E-4,26,1.7529461273538898E-4,0,1.0,6,0.0024982428493776176
n155,n155,year,118,286.0,4.0,0.4773820981713186,0.011643021135794409,0.0031247537,0.0031247537,4,0.0026076133577754125,0,0.1718093582500362,1186,0.3572721347173908
n156,n156,old,16,35.0,4.0,0.3997582107596212,9.334346950311879E-5,4.4639342E-4,4.4639342E-4,4,3.5331114811650174E-4,0,0.5333333333333333,64,0.06666953448360113
n157,n157,crush,6,13.0,5.0,0.3682256867112101,5.78149835254949E-6,1.8380905E-4,1.8380905E-4,4,1.7943162024366852E-4,0,0.7333333333333333,11,0.038082537476382655
n158,n158,move,16,34.0,4.0,0.39879396984924625,2.2411410036979555E-5,4.4639342E-4,4.4639342E-4,12,3.167460422432296E-4,0,0.675,81,0.09084079986109606
n159,n159,role,30,73.0,4.0,0.4288802421098141,2.9689345747192786E-4,8.140115E-4,8.140115E-4,12,6.152319614475243E-4,0,0.4459770114942529,194,0.13676559210198166
