Source,Target,Type,Id,Label,Weight
n0,n7,Undirected,41895,,4.0
n0,n10,Undirected,52573,,2.0
n0,n21,Undirected,49547,,4.0
n0,n22,Undirected,49548,,4.0
n0,n29,Undirected,52666,,2.0
n0,n30,Undirected,48199,,2.0
n0,n40,Undirected,37015,,3.0
n0,n52,Undirected,39153,,7.0
n0,n54,Undirected,37044,,4.0
n0,n73,Undirected,38483,,18.0
n0,n75,Undirected,50904,,4.0
n0,n81,Undirected,49549,,2.0
n0,n87,Undirected,37053,,3.0
n0,n91,Undirected,39150,,3.0
n0,n93,Undirected,37032,,2.0
n0,n113,Undirected,38583,,2.0
n0,n116,Undirected,39149,,5.0
n0,n117,Undirected,37059,,4.0
n0,n121,Undirected,42530,,4.0
n0,n124,Undirected,52658,,2.0
n0,n126,Undirected,48528,,2.0
n0,n133,Undirected,51619,,3.0
n0,n140,Undirected,43539,,3.0
n0,n157,Undirected,57344,,2.0
n0,n159,Undirected,51618,,2.0
n0,n161,Undirected,52593,,4.0
n0,n168,Undirected,43542,,3.0
n0,n172,Undirected,51802,,2.0
n0,n173,Undirected,38585,,3.0
n0,n177,Undirected,53253,,2.0
n0,n182,Undirected,43537,,3.0
n0,n184,Undirected,48200,,4.0
n0,n188,Undirected,43538,,3.0
n0,n202,Undirected,37024,,2.0
n0,n203,Undirected,37039,,2.0
n0,n204,Undirected,37049,,2.0
n0,n205,Undirected,37056,,2.0
n0,n206,Undirected,37058,,2.0
n0,n232,Undirected,57347,,2.0
n0,n234,Undirected,55182,,2.0
n0,n238,Undirected,47624,,8.0
n0,n296,Undirected,50764,,2.0
n0,n316,Undirected,53254,,2.0
n0,n320,Undirected,50244,,2.0
n0,n364,Undirected,38003,,2.0
n0,n373,Undirected,52571,,2.0
n0,n374,Undirected,39151,,3.0
n0,n384,Undirected,52673,,2.0
n0,n410,Undirected,52209,,2.0
n0,n447,Undirected,38587,,2.0
n0,n484,Undirected,41899,,2.0
n0,n488,Undirected,52569,,2.0
n0,n504,Undirected,52565,,2.0
n0,n523,Undirected,39152,,3.0
n0,n524,Undirected,47422,,4.0
n0,n525,Undirected,39176,,2.0
n0,n526,Undirected,39177,,2.0
n0,n527,Undirected,39178,,2.0
n0,n531,Undirected,50763,,2.0
n0,n550,Undirected,52670,,2.0
n0,n565,Undirected,52206,,2.0
n0,n573,Undirected,48197,,2.0
n0,n575,Undirected,39526,,2.0
n0,n598,Undirected,47626,,8.0
n0,n647,Undirected,52208,,2.0
n0,n708,Undirected,52808,,3.0
n0,n741,Undirected,57342,,2.0
n0,n742,Undirected,57343,,2.0
n0,n869,Undirected,52576,,2.0
n0,n871,Undirected,41903,,2.0
n0,n872,Undirected,41904,,2.0
n0,n873,Undirected,41905,,2.0
n0,n934,Undirected,42532,,2.0
n0,n954,Undirected,52207,,2.0
n0,n999,Undirected,48529,,2.0
n0,n1030,Undirected,43536,,3.0
n0,n1031,Undirected,43540,,3.0
n0,n1032,Undirected,43541,,3.0
n0,n1038,Undirected,43608,,2.0
n0,n1039,Undirected,43609,,2.0
n0,n1040,Undirected,43610,,2.0
n0,n1067,Undirected,57345,,2.0
n0,n1111,Undirected,52205,,2.0
n0,n1260,Undirected,57349,,2.0
n0,n1315,Undirected,49545,,2.0
n0,n1345,Undirected,50902,,2.0
n0,n1378,Undirected,48202,,2.0
n0,n1453,Undirected,52672,,2.0
n0,n1461,Undirected,47621,,8.0
n0,n1462,Undirected,47628,,8.0
n0,n1494,Undirected,50259,,3.0
n0,n1519,Undirected,48198,,2.0
n0,n1520,Undirected,48201,,2.0
n0,n1521,Undirected,48203,,2.0
n0,n1554,Undirected,48527,,2.0
n0,n1642,Undirected,49546,,2.0
n0,n1643,Undirected,49550,,2.0
n0,n1689,Undirected,51975,,2.0
n0,n1736,Undirected,57346,,2.0
n0,n1764,Undirected,50903,,2.0
n0,n1767,Undirected,54543,,2.0
n0,n1794,Undirected,51291,,2.0
n0,n1825,Undirected,51806,,2.0
n0,n1826,Undirected,51807,,2.0
n0,n1840,Undirected,51962,,2.0
n0,n1841,Undirected,51976,,2.0
n0,n1864,Undirected,52210,,2.0
n0,n1901,Undirected,52594,,3.0
n0,n1906,Undirected,52645,,2.0
n0,n1907,Undirected,52653,,2.0
n0,n1908,Undirected,52671,,2.0
n0,n1923,Undirected,52811,,2.0
n0,n1924,Undirected,52813,,3.0
n0,n1958,Undirected,53255,,2.0
n0,n2041,Undirected,54306,,2.0
n0,n2088,Undirected,57350,,2.0
n0,n2118,Undirected,55185,,2.0
n0,n2157,Undirected,55614,,2.0
n0,n2302,Undirected,57348,,2.0
n1,n2,Undirected,36176,,2.0
n1,n3,Undirected,36177,,2.0
n1,n4,Undirected,36178,,2.0
n1,n6,Undirected,48439,,3.0
n1,n8,Undirected,54968,,2.0
n1,n65,Undirected,54976,,2.0
n1,n121,Undirected,48434,,2.0
n1,n161,Undirected,54972,,2.0
n1,n162,Undirected,48438,,3.0
n1,n438,Undirected,54982,,2.0
n1,n544,Undirected,48437,,2.0
n1,n718,Undirected,48435,,2.0
n1,n857,Undirected,48441,,2.0
n1,n1114,Undirected,48440,,2.0
n1,n1506,Undirected,48436,,2.0
n1,n1549,Undirected,48433,,3.0
n1,n2100,Undirected,54980,,2.0
n2,n3,Undirected,36179,,2.0
n2,n4,Undirected,36180,,2.0
n2,n1537,Undirected,48357,,2.0
n2,n1538,Undirected,48362,,2.0
n2,n1539,Undirected,48366,,2.0
n2,n1540,Undirected,48369,,2.0
n2,n1541,Undirected,48371,,2.0
n2,n1542,Undirected,48373,,2.0
n3,n4,Undirected,36181,,2.0
n3,n8,Undirected,45810,,2.0
n3,n18,Undirected,39827,,3.0
n3,n30,Undirected,43662,,2.0
n3,n40,Undirected,40242,,4.0
n3,n42,Undirected,42599,,2.0
n3,n57,Undirected,42576,,2.0
n3,n116,Undirected,45845,,2.0
n3,n117,Undirected,40238,,4.0
n3,n124,Undirected,43677,,2.0
n3,n130,Undirected,45847,,2.0
n3,n142,Undirected,40241,,5.0
n3,n180,Undirected,40240,,3.0
n3,n182,Undirected,43671,,3.0
n3,n196,Undirected,40229,,3.0
n3,n215,Undirected,45831,,2.0
n3,n262,Undirected,42601,,2.0
n3,n346,Undirected,45846,,2.0
n3,n393,Undirected,45803,,2.0
n3,n451,Undirected,42600,,2.0
n3,n465,Undirected,42581,,2.0
n3,n484,Undirected,45793,,2.0
n3,n546,Undirected,42598,,2.0
n3,n624,Undirected,39826,,2.0
n3,n679,Undirected,45816,,2.0
n3,n681,Undirected,40220,,3.0
n3,n682,Undirected,40237,,3.0
n3,n683,Undirected,40239,,3.0
n3,n684,Undirected,40243,,3.0
n3,n685,Undirected,40244,,2.0
n3,n717,Undirected,43667,,2.0
n3,n940,Undirected,42592,,2.0
n3,n1045,Undirected,43675,,2.0
n3,n1046,Undirected,43680,,2.0
n3,n1049,Undirected,45824,,2.0
n3,n1280,Undirected,45835,,2.0
n3,n1281,Undirected,45840,,2.0
n4,n75,Undirected,53722,,2.0
n4,n95,Undirected,53726,,2.0
n4,n96,Undirected,53719,,2.0
n4,n121,Undirected,53709,,2.0
n4,n176,Undirected,53728,,2.0
n4,n177,Undirected,53731,,2.0
n4,n211,Undirected,53714,,2.0
n4,n326,Undirected,53706,,2.0
n4,n1988,Undirected,53730,,2.0
n5,n6,Undirected,36182,,4.0
n5,n21,Undirected,43726,,3.0
n5,n22,Undirected,43730,,3.0
n5,n30,Undirected,55811,,3.0
n5,n38,Undirected,57087,,2.0
n5,n40,Undirected,55813,,3.0
n5,n52,Undirected,40107,,3.0
n5,n75,Undirected,40118,,4.0
n5,n95,Undirected,43740,,2.0
n5,n176,Undirected,40117,,2.0
n5,n215,Undirected,40119,,2.0
n5,n285,Undirected,40095,,3.0
n5,n341,Undirected,37845,,4.0
n5,n374,Undirected,43713,,2.0
n5,n385,Undirected,55810,,3.0
n5,n386,Undirected,40120,,2.0
n5,n657,Undirected,40101,,2.0
n5,n665,Undirected,40112,,2.0
n5,n717,Undirected,55812,,3.0
n5,n788,Undirected,43742,,2.0
n5,n1053,Undirected,43721,,2.0
n5,n1054,Undirected,43734,,2.0
n5,n1420,Undirected,55800,,3.0
n5,n2174,Undirected,55805,,3.0
n6,n7,Undirected,36184,,25.0
n6,n8,Undirected,36185,,26.0
n6,n10,Undirected,53228,,4.0
n6,n11,Undirected,47147,,3.0
n6,n12,Undirected,54684,,2.0
n6,n14,Undirected,48957,,3.0
n6,n16,Undirected,44787,,3.0
n6,n17,Undirected,36231,,4.0
n6,n18,Undirected,37454,,10.0
n6,n19,Undirected,51587,,2.0
n6,n20,Undirected,43211,,2.0
n6,n21,Undirected,36210,,29.0
n6,n22,Undirected,36218,,27.0
n6,n23,Undirected,36225,,6.0
n6,n24,Undirected,36236,,2.0
n6,n25,Undirected,36240,,3.0
n6,n26,Undirected,36243,,2.0
n6,n27,Undirected,36246,,2.0
n6,n28,Undirected,36247,,49.0
n6,n29,Undirected,43237,,9.0
n6,n30,Undirected,43214,,6.0
n6,n37,Undirected,36268,,4.0
n6,n38,Undirected,36272,,4.0
n6,n39,Undirected,36275,,5.0
n6,n40,Undirected,36278,,20.0
n6,n41,Undirected,45416,,9.0
n6,n42,Undirected,52839,,49.0
n6,n44,Undirected,36511,,5.0
n6,n45,Undirected,36512,,4.0
n6,n48,Undirected,47773,,2.0
n6,n49,Undirected,51749,,3.0
n6,n51,Undirected,51588,,3.0
n6,n52,Undirected,48911,,5.0
n6,n53,Undirected,37481,,10.0
n6,n54,Undirected,50337,,4.0
n6,n56,Undirected,42487,,4.0
n6,n57,Undirected,45123,,9.0
n6,n59,Undirected,48968,,2.0
n6,n60,Undirected,43992,,4.0
n6,n65,Undirected,46912,,6.0
n6,n66,Undirected,36500,,2.0
n6,n67,Undirected,48986,,3.0
n6,n68,Undirected,37507,,4.0
n6,n73,Undirected,48902,,3.0
n6,n75,Undirected,36562,,12.0
n6,n76,Undirected,41830,,4.0
n6,n77,Undirected,36487,,3.0
n6,n79,Undirected,50620,,2.0
n6,n81,Undirected,54681,,2.0
n6,n87,Undirected,37820,,9.0
n6,n90,Undirected,36470,,3.0
n6,n91,Undirected,36479,,3.0
n6,n92,Undirected,36494,,2.0
n6,n93,Undirected,36505,,8.0
n6,n94,Undirected,36510,,3.0
n6,n95,Undirected,36513,,4.0
n6,n96,Undirected,48015,,3.0
n6,n97,Undirected,47091,,4.0
n6,n107,Undirected,36553,,8.0
n6,n108,Undirected,36571,,3.0
n6,n109,Undirected,36572,,4.0
n6,n110,Undirected,36573,,2.0
n6,n111,Undirected,36574,,3.0
n6,n112,Undirected,36575,,2.0
n6,n113,Undirected,36576,,7.0
n6,n114,Undirected,36577,,2.0
n6,n117,Undirected,37357,,70.0
n6,n118,Undirected,37801,,2.0
n6,n119,Undirected,42481,,10.0
n6,n120,Undirected,42497,,3.0
n6,n121,Undirected,37076,,10.0
n6,n122,Undirected,55025,,2.0
n6,n124,Undirected,42666,,7.0
n6,n130,Undirected,48009,,4.0
n6,n133,Undirected,43099,,4.0
n6,n137,Undirected,51709,,2.0
n6,n142,Undirected,37364,,3.0
n6,n149,Undirected,49378,,2.0
n6,n150,Undirected,37514,,10.0
n6,n151,Undirected,42665,,2.0
n6,n152,Undirected,53516,,3.0
n6,n157,Undirected,50612,,2.0
n6,n158,Undirected,49026,,2.0
n6,n161,Undirected,48905,,5.0
n6,n162,Undirected,48469,,3.0
n6,n163,Undirected,44791,,2.0
n6,n164,Undirected,36802,,4.0
n6,n165,Undirected,36803,,5.0
n6,n166,Undirected,36804,,3.0
n6,n168,Undirected,43964,,2.0
n6,n172,Undirected,40603,,3.0
n6,n173,Undirected,36850,,7.0
n6,n174,Undirected,42659,,10.0
n6,n175,Undirected,51495,,3.0
n6,n176,Undirected,37366,,7.0
n6,n177,Undirected,42410,,6.0
n6,n178,Undirected,45142,,2.0
n6,n179,Undirected,47387,,3.0
n6,n181,Undirected,37367,,2.0
n6,n182,Undirected,45141,,4.0
n6,n188,Undirected,47767,,2.0
n6,n191,Undirected,56940,,2.0
n6,n195,Undirected,47410,,3.0
n6,n196,Undirected,40605,,8.0
n6,n197,Undirected,55984,,2.0
n6,n198,Undirected,47284,,2.0
n6,n202,Undirected,45415,,4.0
n6,n203,Undirected,55961,,2.0
n6,n204,Undirected,47530,,3.0
n6,n205,Undirected,48960,,2.0
n6,n209,Undirected,51808,,3.0
n6,n210,Undirected,37073,,2.0
n6,n211,Undirected,37078,,2.0
n6,n214,Undirected,50791,,4.0
n6,n215,Undirected,43190,,6.0
n6,n218,Undirected,49468,,2.0
n6,n221,Undirected,43212,,2.0
n6,n242,Undirected,57272,,2.0
n6,n243,Undirected,49748,,2.0
n6,n250,Undirected,37363,,2.0
n6,n251,Undirected,37365,,2.0
n6,n252,Undirected,44789,,5.0
n6,n253,Undirected,49006,,2.0
n6,n259,Undirected,49389,,2.0
n6,n260,Undirected,51707,,3.0
n6,n265,Undirected,51665,,2.0
n6,n267,Undirected,51378,,2.0
n6,n270,Undirected,37477,,2.0
n6,n271,Undirected,37479,,3.0
n6,n282,Undirected,37512,,3.0
n6,n283,Undirected,37513,,4.0
n6,n285,Undirected,43738,,3.0
n6,n286,Undirected,42682,,2.0
n6,n295,Undirected,52061,,2.0
n6,n296,Undirected,51708,,2.0
n6,n302,Undirected,43248,,3.0
n6,n303,Undirected,47516,,3.0
n6,n304,Undirected,37640,,2.0
n6,n305,Undirected,37643,,2.0
n6,n313,Undirected,49001,,2.0
n6,n315,Undirected,56954,,2.0
n6,n316,Undirected,42411,,3.0
n6,n319,Undirected,43297,,2.0
n6,n324,Undirected,46717,,2.0
n6,n326,Undirected,51484,,2.0
n6,n327,Undirected,54613,,3.0
n6,n328,Undirected,49885,,2.0
n6,n333,Undirected,47135,,3.0
n6,n334,Undirected,37809,,2.0
n6,n335,Undirected,37817,,2.0
n6,n336,Undirected,37818,,2.0
n6,n337,Undirected,37819,,2.0
n6,n338,Undirected,37821,,2.0
n6,n339,Undirected,37822,,2.0
n6,n340,Undirected,37823,,2.0
n6,n342,Undirected,53417,,2.0
n6,n348,Undirected,51710,,2.0
n6,n359,Undirected,49659,,3.0
n6,n360,Undirected,44727,,3.0
n6,n369,Undirected,47268,,3.0
n6,n370,Undirected,43197,,2.0
n6,n374,Undirected,43714,,8.0
n6,n377,Undirected,43123,,2.0
n6,n384,Undirected,43213,,5.0
n6,n393,Undirected,49749,,3.0
n6,n397,Undirected,47665,,2.0
n6,n406,Undirected,57279,,2.0
n6,n421,Undirected,44617,,3.0
n6,n422,Undirected,44618,,3.0
n6,n428,Undirected,46718,,2.0
n6,n438,Undirected,42664,,5.0
n6,n451,Undirected,43394,,5.0
n6,n462,Undirected,49387,,2.0
n6,n465,Undirected,45408,,3.0
n6,n466,Undirected,43292,,2.0
n6,n473,Undirected,45135,,2.0
n6,n484,Undirected,52051,,4.0
n6,n488,Undirected,50621,,3.0
n6,n507,Undirected,47145,,3.0
n6,n515,Undirected,46709,,2.0
n6,n518,Undirected,51369,,4.0
n6,n529,Undirected,46908,,2.0
n6,n531,Undirected,49469,,2.0
n6,n542,Undirected,40606,,6.0
n6,n543,Undirected,43185,,4.0
n6,n544,Undirected,46909,,3.0
n6,n548,Undirected,51653,,2.0
n6,n551,Undirected,54962,,2.0
n6,n582,Undirected,39585,,2.0
n6,n583,Undirected,39591,,2.0
n6,n584,Undirected,39593,,4.0
n6,n585,Undirected,39595,,2.0
n6,n589,Undirected,54951,,2.0
n6,n590,Undirected,41842,,2.0
n6,n591,Undirected,53495,,47.0
n6,n600,Undirected,51555,,2.0
n6,n607,Undirected,47398,,2.0
n6,n615,Undirected,55058,,2.0
n6,n617,Undirected,44615,,2.0
n6,n624,Undirected,51444,,2.0
n6,n629,Undirected,47536,,3.0
n6,n630,Undirected,43993,,2.0
n6,n631,Undirected,51671,,2.0
n6,n636,Undirected,45414,,5.0
n6,n639,Undirected,42667,,4.0
n6,n645,Undirected,47822,,2.0
n6,n647,Undirected,51973,,2.0
n6,n649,Undirected,51589,,3.0
n6,n653,Undirected,53493,,48.0
n6,n656,Undirected,53525,,4.0
n6,n660,Undirected,48089,,2.0
n6,n664,Undirected,46914,,3.0
n6,n677,Undirected,42679,,2.0
n6,n679,Undirected,53637,,4.0
n6,n682,Undirected,47535,,3.0
n6,n691,Undirected,47533,,4.0
n6,n708,Undirected,47142,,4.0
n6,n709,Undirected,51698,,2.0
n6,n717,Undirected,51407,,2.0
n6,n718,Undirected,48459,,2.0
n6,n721,Undirected,45417,,3.0
n6,n741,Undirected,52162,,2.0
n6,n742,Undirected,47770,,3.0
n6,n747,Undirected,43107,,4.0
n6,n764,Undirected,44733,,4.0
n6,n778,Undirected,52136,,5.0
n6,n788,Undirected,42473,,4.0
n6,n791,Undirected,46719,,2.0
n6,n796,Undirected,51362,,3.0
n6,n828,Undirected,43121,,3.0
n6,n845,Undirected,47376,,2.0
n6,n857,Undirected,44746,,5.0
n6,n865,Undirected,41837,,2.0
n6,n866,Undirected,41841,,2.0
n6,n877,Undirected,52168,,3.0
n6,n895,Undirected,42488,,2.0
n6,n903,Undirected,53406,,3.0
n6,n911,Undirected,46720,,2.0
n6,n926,Undirected,42406,,2.0
n6,n927,Undirected,55892,,2.0
n6,n928,Undirected,42478,,2.0
n6,n929,Undirected,42479,,2.0
n6,n930,Undirected,42489,,2.0
n6,n931,Undirected,42496,,2.0
n6,n939,Undirected,47526,,3.0
n6,n943,Undirected,42627,,2.0
n6,n944,Undirected,42634,,2.0
n6,n945,Undirected,42640,,3.0
n6,n946,Undirected,42646,,2.0
n6,n947,Undirected,42647,,2.0
n6,n948,Undirected,42684,,2.0
n6,n953,Undirected,43977,,2.0
n6,n954,Undirected,51971,,2.0
n6,n975,Undirected,48760,,2.0
n6,n976,Undirected,55149,,3.0
n6,n982,Undirected,51567,,2.0
n6,n984,Undirected,43114,,2.0
n6,n985,Undirected,43122,,2.0
n6,n986,Undirected,43124,,2.0
n6,n995,Undirected,43189,,2.0
n6,n996,Undirected,43210,,2.0
n6,n997,Undirected,43236,,2.0
n6,n998,Undirected,43271,,2.0
n6,n999,Undirected,43281,,2.0
n6,n1000,Undirected,43287,,2.0
n6,n1001,Undirected,43296,,2.0
n6,n1007,Undirected,56536,,2.0
n6,n1010,Undirected,43390,,3.0
n6,n1014,Undirected,48094,,2.0
n6,n1016,Undirected,48973,,2.0
n6,n1053,Undirected,43722,,3.0
n6,n1054,Undirected,43735,,2.0
n6,n1078,Undirected,51590,,2.0
n6,n1087,Undirected,53446,,2.0
n6,n1090,Undirected,43971,,2.0
n6,n1091,Undirected,43982,,2.0
n6,n1092,Undirected,43986,,2.0
n6,n1093,Undirected,43989,,2.0
n6,n1094,Undirected,54391,,2.0
n6,n1096,Undirected,51748,,2.0
n6,n1100,Undirected,52854,,2.0
n6,n1113,Undirected,44747,,2.0
n6,n1114,Undirected,48472,,2.0
n6,n1142,Undirected,44738,,2.0
n6,n1154,Undirected,51679,,2.0
n6,n1157,Undirected,44616,,3.0
n6,n1158,Undirected,44619,,2.0
n6,n1159,Undirected,44620,,2.0
n6,n1161,Undirected,55476,,2.0
n6,n1164,Undirected,44744,,2.0
n6,n1205,Undirected,45115,,2.0
n6,n1206,Undirected,45140,,2.0
n6,n1207,Undirected,45143,,2.0
n6,n1210,Undirected,51408,,2.0
n6,n1218,Undirected,45204,,3.0
n6,n1232,Undirected,54667,,2.0
n6,n1236,Undirected,51496,,3.0
n6,n1284,Undirected,53492,,48.0
n6,n1285,Undirected,49368,,2.0
n6,n1290,Undirected,50608,,2.0
n6,n1325,Undirected,54214,,4.0
n6,n1336,Undirected,47290,,2.0
n6,n1363,Undirected,50774,,3.0
n6,n1379,Undirected,56946,,2.0
n6,n1380,Undirected,51406,,4.0
n6,n1381,Undirected,53425,,2.0
n6,n1390,Undirected,57265,,2.0
n6,n1396,Undirected,46907,,2.0
n6,n1397,Undirected,46910,,2.0
n6,n1398,Undirected,46911,,2.0
n6,n1399,Undirected,46913,,2.0
n6,n1400,Undirected,46915,,2.0
n6,n1420,Undirected,48929,,2.0
n6,n1426,Undirected,47143,,3.0
n6,n1427,Undirected,47144,,3.0
n6,n1428,Undirected,47146,,3.0
n6,n1438,Undirected,47296,,2.0
n6,n1443,Undirected,47409,,2.0
n6,n1460,Undirected,50622,,3.0
n6,n1463,Undirected,53269,,3.0
n6,n1469,Undirected,47666,,2.0
n6,n1470,Undirected,47667,,2.0
n6,n1480,Undirected,47826,,2.0
n6,n1481,Undirected,47829,,2.0
n6,n1482,Undirected,47831,,2.0
n6,n1483,Undirected,47832,,2.0
n6,n1506,Undirected,48092,,3.0
n6,n1507,Undirected,48095,,2.0
n6,n1523,Undirected,49375,,2.0
n6,n1549,Undirected,48447,,3.0
n6,n1582,Undirected,55893,,2.0
n6,n1586,Undirected,48866,,3.0
n6,n1589,Undirected,48907,,3.0
n6,n1590,Undirected,48909,,3.0
n6,n1591,Undirected,48912,,6.0
n6,n1592,Undirected,48917,,2.0
n6,n1593,Undirected,48961,,2.0
n6,n1594,Undirected,48979,,2.0
n6,n1598,Undirected,49023,,2.0
n6,n1602,Undirected,49056,,2.0
n6,n1603,Undirected,49057,,2.0
n6,n1618,Undirected,54966,,2.0
n6,n1624,Undirected,51967,,2.0
n6,n1626,Undirected,49355,,2.0
n6,n1627,Undirected,49362,,2.0
n6,n1628,Undirected,49388,,2.0
n6,n1629,Undirected,49390,,2.0
n6,n1634,Undirected,49467,,2.0
n6,n1635,Undirected,49470,,2.0
n6,n1636,Undirected,49471,,2.0
n6,n1649,Undirected,53270,,3.0
n6,n1656,Undirected,49650,,2.0
n6,n1657,Undirected,49658,,4.0
n6,n1667,Undirected,49746,,2.0
n6,n1668,Undirected,49747,,2.0
n6,n1683,Undirected,49891,,2.0
n6,n1684,Undirected,49896,,2.0
n6,n1685,Undirected,52849,,2.0
n6,n1693,Undirected,52166,,2.0
n6,n1712,Undirected,50245,,2.0
n6,n1713,Undirected,50247,,2.0
n6,n1757,Undirected,50780,,3.0
n6,n1758,Undirected,50785,,3.0
n6,n1800,Undirected,51386,,2.0
n6,n1807,Undirected,51469,,2.0
n6,n1809,Undirected,51548,,2.0
n6,n1818,Undirected,51675,,2.0
n6,n1823,Undirected,51754,,49.0
n6,n1846,Undirected,52062,,2.0
n6,n1859,Undirected,52140,,3.0
n6,n1861,Undirected,52159,,2.0
n6,n1885,Undirected,54659,,2.0
n6,n1893,Undirected,55056,,2.0
n6,n1926,Undirected,52834,,2.0
n6,n1927,Undirected,52858,,2.0
n6,n1928,Undirected,52861,,2.0
n6,n1956,Undirected,53233,,2.0
n6,n1961,Undirected,53267,,3.0
n6,n1962,Undirected,53268,,3.0
n6,n1963,Undirected,53271,,3.0
n6,n1973,Undirected,53427,,2.0
n6,n1977,Undirected,53494,,48.0
n6,n1981,Undirected,53635,,2.0
n6,n1993,Undirected,55968,,2.0
n6,n1994,Undirected,57610,,2.0
n6,n2070,Undirected,54616,,3.0
n6,n2076,Undirected,56533,,3.0
n6,n2099,Undirected,54957,,2.0
n6,n2100,Undirected,54978,,2.0
n6,n2105,Undirected,55012,,2.0
n6,n2106,Undirected,55024,,2.0
n6,n2107,Undirected,55026,,2.0
n6,n2114,Undirected,55141,,2.0
n6,n2115,Undirected,55148,,2.0
n6,n2140,Undirected,55471,,2.0
n6,n2141,Undirected,55483,,2.0
n6,n2142,Undirected,55484,,2.0
n6,n2143,Undirected,55485,,2.0
n6,n2145,Undirected,55882,,2.0
n6,n2182,Undirected,55876,,2.0
n6,n2187,Undirected,55978,,2.0
n6,n2188,Undirected,55985,,2.0
n6,n2189,Undirected,55986,,2.0
n6,n2190,Undirected,55987,,2.0
n6,n2320,Undirected,57614,,2.0
n7,n8,Undirected,36183,,15.0
n7,n10,Undirected,42418,,5.0
n7,n12,Undirected,52111,,2.0
n7,n13,Undirected,38558,,2.0
n7,n14,Undirected,51783,,2.0
n7,n17,Undirected,40663,,3.0
n7,n18,Undirected,37080,,9.0
n7,n19,Undirected,57172,,2.0
n7,n20,Undirected,38772,,4.0
n7,n21,Undirected,37457,,15.0
n7,n22,Undirected,37458,,15.0
n7,n23,Undirected,38769,,6.0
n7,n24,Undirected,36262,,146.0
n7,n29,Undirected,49460,,7.0
n7,n30,Undirected,37280,,40.0
n7,n31,Undirected,46976,,2.0
n7,n32,Undirected,53976,,2.0
n7,n33,Undirected,53977,,2.0
n7,n34,Undirected,36261,,146.0
n7,n36,Undirected,36260,,146.0
n7,n37,Undirected,43196,,2.0
n7,n38,Undirected,37086,,5.0
n7,n39,Undirected,53400,,2.0
n7,n40,Undirected,39514,,20.0
n7,n41,Undirected,44056,,9.0
n7,n42,Undirected,37084,,6.0
n7,n44,Undirected,56761,,2.0
n7,n45,Undirected,56762,,2.0
n7,n48,Undirected,44660,,4.0
n7,n49,Undirected,50211,,5.0
n7,n51,Undirected,36306,,5.0
n7,n52,Undirected,36307,,5.0
n7,n53,Undirected,39375,,9.0
n7,n54,Undirected,43364,,3.0
n7,n56,Undirected,37085,,3.0
n7,n57,Undirected,40860,,7.0
n7,n61,Undirected,55363,,2.0
n7,n63,Undirected,51568,,3.0
n7,n65,Undirected,52130,,3.0
n7,n67,Undirected,42415,,2.0
n7,n68,Undirected,57456,,3.0
n7,n75,Undirected,37087,,18.0
n7,n76,Undirected,40080,,3.0
n7,n87,Undirected,39495,,4.0
n7,n90,Undirected,49383,,2.0
n7,n91,Undirected,50352,,3.0
n7,n93,Undirected,57458,,2.0
n7,n94,Undirected,56760,,2.0
n7,n95,Undirected,46977,,2.0
n7,n96,Undirected,51940,,2.0
n7,n107,Undirected,40861,,8.0
n7,n108,Undirected,49646,,2.0
n7,n111,Undirected,43094,,2.0
n7,n113,Undirected,38460,,6.0
n7,n115,Undirected,37883,,4.0
n7,n116,Undirected,37282,,10.0
n7,n117,Undirected,37285,,15.0
n7,n118,Undirected,37882,,5.0
n7,n119,Undirected,42482,,6.0
n7,n120,Undirected,39754,,6.0
n7,n121,Undirected,42402,,8.0
n7,n124,Undirected,38457,,6.0
n7,n131,Undirected,37082,,2.0
n7,n133,Undirected,40441,,9.0
n7,n136,Undirected,55852,,3.0
n7,n138,Undirected,45943,,2.0
n7,n139,Undirected,40442,,2.0
n7,n140,Undirected,38226,,3.0
n7,n141,Undirected,44504,,2.0
n7,n142,Undirected,39496,,4.0
n7,n143,Undirected,45554,,2.0
n7,n148,Undirected,43365,,2.0
n7,n150,Undirected,37461,,5.0
n7,n161,Undirected,41850,,3.0
n7,n165,Undirected,50212,,2.0
n7,n168,Undirected,47180,,3.0
n7,n172,Undirected,51796,,4.0
n7,n173,Undirected,37460,,6.0
n7,n174,Undirected,37279,,5.0
n7,n175,Undirected,55871,,2.0
n7,n176,Undirected,44059,,8.0
n7,n177,Undirected,37081,,6.0
n7,n180,Undirected,40070,,6.0
n7,n182,Undirected,41133,,3.0
n7,n185,Undirected,40216,,2.0
n7,n189,Undirected,57290,,2.0
n7,n191,Undirected,38459,,5.0
n7,n193,Undirected,40309,,3.0
n7,n194,Undirected,57173,,2.0
n7,n195,Undirected,50675,,2.0
n7,n196,Undirected,39515,,5.0
n7,n198,Undirected,47275,,2.0
n7,n199,Undirected,55060,,3.0
n7,n202,Undirected,49382,,3.0
n7,n205,Undirected,38668,,3.0
n7,n207,Undirected,44058,,2.0
n7,n209,Undirected,56958,,4.0
n7,n211,Undirected,52682,,2.0
n7,n212,Undirected,37079,,2.0
n7,n213,Undirected,37083,,2.0
n7,n214,Undirected,37088,,3.0
n7,n215,Undirected,37089,,7.0
n7,n216,Undirected,37090,,2.0
n7,n218,Undirected,49474,,2.0
n7,n221,Undirected,40635,,3.0
n7,n229,Undirected,54861,,2.0
