Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n640,n640,AWESOME,22,48.0,5.0,0.4201647704982346,6.009696767027162E-5,3.0425694E-4,3.0425694E-4,3,2.2982546512088475E-4,0,0.5064935064935064,117,0.061682013930266046
n641,n641,Castaway,21,65.0,5.0,0.4195064629847239,5.423561446018912E-5,2.9102838E-4,2.9102838E-4,9,2.9767027259112197E-4,0,0.49047619047619045,103,0.05945562775936162
n642,n642,WILSON,7,14.0,5.0,0.4023290758827949,0.0,1.05828505E-4,1.05828505E-4,9,9.401072392309126E-5,0,1.0,21,0.033596174477740555
n643,n643,personally,11,22.0,5.0,0.3696077303577591,8.050202676292737E-6,1.5874275E-4,1.5874275E-4,7,1.297377223595226E-4,0,0.6909090909090909,38,0.026005019927350825
n644,n644,miss,17,36.0,5.0,0.4005734945767361,2.3699602332393326E-4,2.3811414E-4,2.3811414E-4,7,1.9716817374381248E-4,0,0.5147058823529411,70,0.03815689671566195
n645,n645,Taking,25,77.0,5.0,0.4122930835365071,2.587243950814648E-4,3.4394264E-4,3.4394264E-4,9,3.9683546541423656E-4,0,0.31333333333333335,94,0.047973206629243634
n646,n646,ice,3,6.0,5.0,0.3785344015080113,0.0,5.2914253E-5,5.2914253E-5,9,8.63575523153328E-5,0,1.0,3,0.010366432528720613
n647,n647,cream,3,6.0,5.0,0.3785344015080113,0.0,5.2914253E-5,5.2914253E-5,9,8.63575523153328E-5,0,1.0,3,0.010366432528720614
n648,n648,dude,22,44.0,5.0,0.4256192873228242,1.1134895710845788E-4,3.0425694E-4,3.0425694E-4,3,2.1569352011575348E-4,0,0.5151515151515151,119,0.07277202487283911
n649,n649,sleep,20,41.0,5.0,0.34969525468001744,4.779873384263823E-5,2.7779982E-4,2.7779982E-4,15,2.3450962474522416E-4,0,0.49473684210526314,94,0.017022320901819443
n650,n650,woke,10,20.0,5.0,0.3354562539152224,0.0,1.4551419E-4,1.4551419E-4,15,1.4356303841677495E-4,0,1.0,45,0.007040366927988634
n651,n651,later,56,115.0,5.0,0.4392945036915505,0.001120280928894858,7.540281E-4,7.540281E-4,15,5.439784766056296E-4,0,0.2850649350649351,439,0.10844965097071169
