Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n192,n192,describe,7,15.0,4.0,0.3792291850544278,0.0,1,3.5039131122878143E-4,0,1.0,21,0.0424151577883309
n193,n193,was,14,29.0,4.0,0.3910800970873787,2.8157746008346685E-4,11,6.168852759635808E-4,0,0.5384615384615384,49,0.06304517656395818
n194,n194,wow,31,65.0,4.0,0.4237343852728468,9.541182035885461E-4,8,0.001165833752611742,0,0.36774193548387096,171,0.1572268773147438
n195,n195,sticker,3,207.0,5.0,0.34502141327623126,0.0,10,0.002492105309991557,0,1.0,3,0.015403728023979971
n196,n196,Check,11,316.0,4.0,0.3870870870870871,4.3397589989863577E-4,10,0.0038967210728230446,0,0.4,22,0.04796001265857912
n197,n197,Thank,24,57.0,4.0,0.416882276843467,5.575845572929815E-4,3,0.0010401387748104173,0,0.43478260869565216,120,0.11202290558662517
n198,n198,global,6,12.0,4.0,0.38420268256333834,0.0,1,3.012309873514518E-4,0,1.0,15,0.0472546726397636
n199,n199,force,6,12.0,4.0,0.38420268256333834,0.0,1,3.012309873514518E-4,0,1.0,15,0.0472546726397636
n200,n200,YOUTH,8,24.0,5.0,0.3073438245112065,0.0,9,5.662210352316027E-4,0,1.0,28,0.006738681414787819
n201,n201,roll,12,32.0,5.0,0.3476267529665588,8.403127496429359E-4,9,7.092724264684057E-4,0,0.5151515151515151,34,0.022552645721935893
n202,n202,here,24,101.0,4.0,0.398208217485326,0.0059863120053063636,8,0.0018173686407446901,0,0.2572463768115942,71,0.057831546379245403
n203,n203,Columbus,8,24.0,5.0,0.3073438245112065,0.0,9,5.662210352316027E-4,0,1.0,28,0.006738681414787819
n204,n204,HONEST,8,24.0,5.0,0.3073438245112065,0.0,9,5.662210352316027E-4,0,1.0,28,0.006738681414787819
n205,n205,depiction,8,24.0,5.0,0.3073438245112065,0.0,9,5.662210352316027E-4,0,1.0,28,0.00673868141478782
n206,n206,TRAGEDY,8,24.0,5.0,0.3073438245112065,0.0,9,5.662210352316027E-4,0,1.0,28,0.00673868141478782
n207,n207,W,8,24.0,5.0,0.3073438245112065,0.0,9,5.662210352316027E-4,0,1.0,28,0.00673868141478782
n208,n208,Navy,54,117.0,4.0,0.4402322404371584,0.007211181571625526,13,0.0022419487678016284,0,0.18238993710691823,261,0.17001094890094554
n209,n209,Medical,7,14.0,4.0,0.3618753509264458,0.0,13,3.4664357043225313E-4,0,1.0,21,0.036115114912582555
n210,n210,officer,13,27.0,4.0,0.37329858094410656,1.9433403378043033E-4,13,5.916640431734916E-4,0,0.5769230769230769,45,0.04967005175031758
n211,n211,She,7,14.0,4.0,0.3618753509264458,0.0,13,3.466435704322532E-4,0,1.0,21,0.036115114912582555
n212,n212,nomination,23,50.0,4.0,0.4131410256410256,8.784321741289647E-4,10,9.8571838777254E-4,0,0.3675889328063241,93,0.09904114781804844
n213,n213,academy,5,10.0,5.0,0.3658813511212035,0.0,0,2.6265220571594443E-4,0,1.0,10,0.05074976874535196
n214,n214,Think,12,24.0,5.0,0.36228218100056214,4.683909129726896E-4,0,5.624257253167238E-4,0,0.5151515151515151,34,0.05464802539724068
n215,n215,cheat,5,10.0,5.0,0.31500488758553274,0.0,0,3.3106734801024074E-4,0,1.0,10,0.008288552171853756
n216,n216,code,5,10.0,5.0,0.31500488758553274,0.0,0,3.3106734801024074E-4,0,1.0,10,0.008288552171853758
n217,n217,something,22,45.0,4.0,0.3928680280402317,0.001108732609495249,0,9.235569426725758E-4,0,0.3333333333333333,77,0.07733519757044137
n218,n218,Never,5,10.0,5.0,0.31500488758553274,0.0,0,3.3106734801024074E-4,0,1.0,10,0.008288552171853758
n219,n219,ever,61,178.0,4.0,0.45371348116860255,0.008041657385896864,1,0.003112162640040861,0,0.2191256830601093,401,0.25340838105133096
n220,n220,Fantastic,21,44.0,4.0,0.4180992539734025,1.9206240398566323E-4,1,7.959673661697878E-4,0,0.5476190476190477,115,0.11810714484736096
n221,n221,Islamic,9,18.0,5.0,0.3325593395252838,0.0,18,4.756626475705419E-4,0,1.0,36,0.013638994952982686
n222,n222,terrorists,9,18.0,5.0,0.3325593395252838,0.0,18,4.756626475705419E-4,0,1.0,36,0.013638994952982686
n223,n223,America,45,98.0,4.0,0.4254125412541254,0.004891454065092791,29,0.0018677370218282544,0,0.2222222222222222,220,0.13676104359096694
n224,n224,vulnerable,9,18.0,5.0,0.3325593395252838,0.0,18,4.7566264757054185E-4,0,1.0,36,0.013638994952982686
n225,n225,fight,9,18.0,5.0,0.3325593395252838,0.0,18,4.7566264757054196E-4,0,1.0,36,0.013638994952982686
n226,n226,supreme,9,18.0,5.0,0.3325593395252838,0.0,18,4.7566264757054196E-4,0,1.0,36,0.013638994952982686
n227,n227,military,40,86.0,4.0,0.41433622629379624,0.008489651644580092,18,0.0021041222919099692,0,0.17564102564102563,137,0.08228077926252932
n228,n228,might,9,18.0,5.0,0.3325593395252838,0.0,18,4.7566264757054196E-4,0,1.0,36,0.013638994952982682
n229,n229,Now,26,53.0,4.0,0.4241526818032247,0.0018541411170084005,11,0.001071398360287166,0,0.29846153846153844,97,0.1009616549907685
n230,n230,devouring,7,14.0,4.0,0.40043491767629696,0.0,11,3.355421915314538E-4,0,1.0,21,0.056493189891690776
n231,n231,sushi,7,14.0,4.0,0.40043491767629696,0.0,11,3.355421915314538E-4,0,1.0,21,0.05649318989169077
n232,n232,breathtaking,18,37.0,4.0,0.4075245020550111,5.11147569007622E-4,0,7.267389212632931E-4,0,0.49019607843137253,75,0.10366646346676743
n233,n233,star,7,14.0,4.0,0.39734895191122077,0.0,1,3.174267285234031E-4,0,1.0,21,0.07136138488225126
n234,n234,Exhilarating,9,18.0,5.0,0.3444681988241582,0.0,0,3.7953881238452555E-4,0,1.0,36,0.03636408736944167
n235,n235,start,24,52.0,4.0,0.3870870870870871,6.229210514324384E-4,0,9.428703906856877E-4,0,0.3804347826086957,105,0.1009737787610447
n236,n236,finish,29,62.0,4.0,0.3945515763697582,5.562617561393763E-4,0,0.0010913949498423203,0,0.3620689655172414,147,0.1162374885552357
n237,n237,powerful,25,51.0,4.0,0.4154044473090558,3.7489599810700176E-4,0,8.881991668348454E-4,0,0.5066666666666667,152,0.1400622718561514
n238,n238,predictably,9,18.0,5.0,0.3444681988241582,0.0,0,3.795388123845256E-4,0,1.0,36,0.036364087369441675
n239,n239,hero,9,18.0,4.0,0.38203912270302315,0.0,1,4.121768720871574E-4,0,1.0,36,0.04765601867916469
n240,n240,life,9,18.0,4.0,0.38203912270302315,0.0,1,4.121768720871574E-4,0,1.0,36,0.04765601867916469
n241,n241,crew,26,54.0,4.0,0.41287636130685457,8.525619444631809E-4,1,0.0010147526714097792,0,0.3476923076923077,113,0.10293614459175275
n242,n242,asshole,9,18.0,4.0,0.38203912270302315,0.0,1,4.1217687208715747E-4,0,1.0,36,0.04765601867916469
n243,n243,Outstanding,7,49.0,4.0,0.3830609212481426,0.0,0,8.077835507515658E-4,0,1.0,21,0.04592012020013572
n244,n244,rarely,7,49.0,4.0,0.3830609212481426,0.0,0,8.077835507515661E-4,0,1.0,21,0.04592012020013573
n245,n245,X,7,49.0,4.0,0.3830609212481426,0.0,0,8.077835507515661E-4,0,1.0,21,0.04592012020013572
n246,n246,humanity,18,36.0,4.0,0.3877858002406739,3.745337191243472E-4,11,7.095622079447119E-4,0,0.5490196078431373,84,0.0710746005283701
n247,n247,pirates,20,41.0,4.0,0.38102276086313924,5.144250242060399E-4,11,7.995241499289614E-4,0,0.5157894736842106,98,0.061559349120379955
n248,n248,simple,11,22.0,4.0,0.35775742436858177,0.0,11,4.8518771287669755E-4,0,1.0,55,0.03497920009208615
n249,n249,baddies,11,22.0,4.0,0.35775742436858177,0.0,11,4.8518771287669755E-4,0,1.0,55,0.03497920009208615
n250,n250,Made,11,22.0,4.0,0.35775742436858177,0.0,11,4.8518771287669755E-4,0,1.0,55,0.03497920009208615
n251,n251,feel,22,47.0,4.0,0.4079113924050633,0.003398598133745972,11,9.62818779284456E-4,0,0.4199134199134199,97,0.07487151397730464
n252,n252,lucky,16,32.0,4.0,0.3651558073654391,2.49693659940013E-4,11,6.810453348863463E-4,0,0.5916666666666667,71,0.04657997265320976
n253,n253,such,65,168.0,4.0,0.46134574087329994,0.006184740471382657,1,0.0028214183239667137,0,0.23990384615384616,499,0.2817320853680276
n254,n254,privilege,11,22.0,4.0,0.35775742436858177,0.0,11,4.8518771287669755E-4,0,1.0,55,0.03497920009208615
n255,n255,Participating,0,0.0,0.0,0.0,0.0,12,1.140641041326934E-4,3,0.0,0,0.0
n256,n256,put,4,8.0,4.0,0.3741654571843251,0.0,1,2.623500944046386E-4,0,1.0,6,0.028768889550951002
n257,n257,money,4,8.0,4.0,0.3741654571843251,0.0,1,2.623500944046386E-4,0,1.0,6,0.028768889550951002
n258,n258,chance,24,51.0,4.0,0.4229002624671916,3.344893184286437E-4,1,9.431631249106082E-4,0,0.4601449275362319,127,0.13374784087069677
n259,n259,Seeing,19,61.0,5.0,0.37340672074159903,4.8043264620910834E-4,13,0.001097769490524411,0,0.47368421052631576,81,0.06435040416494038
n260,n260,Chat,2,26.0,5.0,0.31969246031746035,0.0,13,5.053452812088336E-4,0,1.0,1,0.0066158453165439295
n261,n261,Anyone,4,8.0,5.0,0.3057400379506642,0.0,14,4.087764622478673E-4,0,1.0,6,0.004621974749341365
n262,n262,looking,4,8.0,5.0,0.3057400379506642,0.0,14,4.087764622478673E-4,0,1.0,6,0.004621974749341364
n263,n263,job,44,103.0,4.0,0.4397816444899352,0.008800038054856131,1,0.0020557588567458917,0,0.2452431289640592,232,0.195480924242529
n264,n264,hiring,4,8.0,5.0,0.3057400379506642,0.0,14,4.087764622478673E-4,0,1.0,6,0.004621974749341366
n265,n265,Indy,4,8.0,5.0,0.3057400379506642,0.0,14,4.087764622478673E-4,0,1.0,6,0.004621974749341365
n266,n266,So,60,134.0,4.0,0.46068620443173697,0.004818128116893097,1,0.002325940594508571,0,0.26045197740112996,461,0.27446672646851755
n267,n267,Following,7,14.0,4.0,0.3446524064171123,0.0,1,3.619798062540999E-4,0,1.0,21,0.0238428596866554
n268,n268,digging,7,14.0,4.0,0.3446524064171123,0.0,1,3.6197980625409984E-4,0,1.0,21,0.023842859686655404
n269,n269,medic,7,14.0,4.0,0.3446524064171123,0.0,1,3.6197980625409984E-4,0,1.0,21,0.0238428596866554
n270,n270,REAL,7,14.0,4.0,0.3446524064171123,0.0,1,3.6197980625409984E-4,0,1.0,21,0.023842859686655404
n271,n271,Paul,23,46.0,4.0,0.39808523780111177,0.0012961394060246466,1,0.0010100099797997347,0,0.2885375494071146,73,0.07810330359419537
n272,n272,improvise,7,14.0,4.0,0.35295728368017526,0.0,1,3.4007634708930774E-4,0,1.0,21,0.02812894666500253
n273,n273,movies,24,50.0,4.0,0.3999379460130313,3.261327536509338E-4,8,9.086816286919973E-4,0,0.4166666666666667,115,0.11031641712501011
n274,n274,perfect,12,25.0,4.0,0.37082853855005754,8.699811880365616E-5,1,5.626658455303205E-4,0,0.5909090909090909,39,0.04668288759013931
n275,n275,Maybe,4,8.0,5.0,0.35036694754009245,0.0,9,2.3739701364233244E-4,0,1.0,6,0.021227486869962068
n276,n276,ship,26,77.0,4.0,0.411164274322169,0.0021256871325698186,9,0.0014667160024638291,0,0.26153846153846155,85,0.08638751700662356
n277,n277,top,15,31.0,5.0,0.3608622620380739,0.0017397416411949554,7,8.12368560723846E-4,0,0.2761904761904762,29,0.04244027800937971
n278,n278,form,1,2.0,6.0,0.26522633744855967,0.0,7,1.5861283541916048E-4,0,0.0,0,9.974629245479137E-4
n279,n279,side,3,6.0,4.0,0.3712557603686636,0.0,24,2.808062471492479E-4,0,1.0,3,0.020899964221772257
n280,n280,note,3,6.0,4.0,0.3712557603686636,0.0,24,2.808062471492479E-4,0,1.0,3,0.020899964221772257
n281,n281,exceptional,8,16.0,4.0,0.37492728330424663,3.3655970779485994E-4,24,5.404613952775972E-4,0,0.5357142857142857,15,0.02791573274949862
n282,n282,Edge,15,33.0,4.0,0.41513687600644117,7.416724925684888E-5,1,6.294265754360117E-4,0,0.6571428571428571,69,0.10891746401055509
n283,n283,seat,45,112.0,4.0,0.44325997248968363,9.589548466270397E-4,1,0.0018473440042067117,0,0.3525252525252525,349,0.22294811365714298
n284,n284,stuff,4,8.0,4.0,0.3787834263884807,0.0,1,2.3302292183565595E-4,0,1.0,6,0.03638291022943504
n285,n285,favorite,26,53.0,4.0,0.40855784469096673,0.0016458948775289895,0,0.0010134715258160525,0,0.31076923076923074,101,0.1211293809665573
n286,n286,always,34,146.0,4.0,0.41090213579853363,0.0049403965659383375,10,0.0022048997944905816,0,0.24420677361853832,137,0.1032546683091542
n287,n287,big,13,101.0,4.0,0.3765702600058428,2.0415309202078676E-4,10,0.001483359628312329,0,0.44871794871794873,35,0.032392893653036034
n288,n288,screen,24,121.0,4.0,0.4045825486503452,0.002134040727031521,10,0.0018336306572853678,0,0.3442028985507246,95,0.08733351313676914
n289,n289,buzz,4,80.0,5.0,0.2992802414673787,0.0,10,0.0010869915009596167,0,1.0,6,0.005903083323684393
n290,n290,while,27,59.0,4.0,0.42639761826000666,6.000351978868615E-4,1,0.0010557042545608635,0,0.3504273504273504,123,0.1403612739352792
n291,n291,His,19,48.0,4.0,0.4075245020550111,4.492158520315374E-4,0,8.943498308714905E-4,0,0.4678362573099415,80,0.10731442126110174
n292,n292,review,9,21.0,4.0,0.3525711159737418,4.037826381532151E-4,13,5.538163754158996E-4,0,0.3611111111111111,13,0.0258720990697435
n293,n293,glowing,4,8.0,4.0,0.34687836383207754,0.0,13,2.6144710992818764E-4,0,1.0,6,0.01693440765005801
n294,n294,talking,12,24.0,4.0,0.3711488626547653,3.170307330811925E-4,13,5.772327196471301E-4,0,0.4090909090909091,27,0.046714107610192304
n295,n295,holy,2,4.0,5.0,0.34109552791743847,0.0,10,1.808502995364699E-4,0,1.0,1,0.012902126685480395
n296,n296,hell,9,19.0,4.0,0.40700978844332175,2.1165151529148796E-4,1,4.535897410197121E-4,0,0.5555555555555556,20,0.07354896586488907
n297,n297,incredibly,14,31.0,4.0,0.38954366878210944,4.4396233261509744E-5,1,6.397275665926112E-4,0,0.6923076923076923,63,0.06501405144647346
n298,n298,suspenseful,15,33.0,4.0,0.3901331719128329,1.6752688373584796E-4,1,6.810862218191497E-4,0,0.6,63,0.06558519536926428
n299,n299,knowing,9,18.0,4.0,0.38615937687237867,0.0,1,3.949032094909663E-4,0,1.0,36,0.05705351193130937
n300,n300,in,9,18.0,4.0,0.38615937687237867,0.0,1,3.949032094909663E-4,0,1.0,36,0.05705351193130937
n301,n301,Back,13,28.0,4.0,0.41208439897698207,1.7354087419483728E-5,0,5.319504446842265E-4,0,0.8589743589743589,67,0.10338545142969605
n302,n302,totally,29,63.0,4.0,0.40611216131064903,0.0014223634365687658,10,0.0011852821650415737,0,0.3251231527093596,132,0.10523357984452039
n303,n303,Well,41,99.0,4.0,0.4394817592908285,0.0016758355109490009,1,0.0016986762687006408,0,0.3231707317073171,265,0.2090607269057372
n304,n304,thoroughly,6,12.0,4.0,0.3723281340265742,0.0,7,3.642466634868083E-4,0,1.0,15,0.02529549792830636
n305,n305,What,17,40.0,4.0,0.40205864004990644,7.227032896764995E-4,7,9.274024245305938E-4,0,0.38235294117647056,52,0.08018042510549064
n306,n306,thrilling,15,30.0,4.0,0.3838594401429422,1.601872905748769E-4,7,6.799294330363909E-4,0,0.5428571428571428,57,0.0497056421923618
n307,n307,climax,6,12.0,4.0,0.3723281340265742,0.0,7,3.6424666348680834E-4,0,1.0,15,0.025295497928306366
n308,n308,Acting,6,12.0,4.0,0.3723281340265742,0.0,7,3.6424666348680834E-4,0,1.0,15,0.025295497928306366
n309,n309,superb,12,24.0,4.0,0.40130759651307596,2.3609720635957266E-4,7,5.547298939969316E-4,0,0.5303030303030303,35,0.0788104359656106
n310,n310,mediocre,6,12.0,5.0,0.33385133385133386,0.0,11,4.29600474141462E-4,0,1.0,15,0.012216278459213109
n311,n311,high,6,12.0,5.0,0.33385133385133386,0.0,11,4.2960047414146197E-4,0,1.0,15,0.012216278459213109
n312,n312,music,6,12.0,5.0,0.33385133385133386,0.0,11,4.296004741414619E-4,0,1.0,15,0.012216278459213109
n313,n313,silence,15,30.0,4.0,0.39771675408824436,9.812539622397218E-4,11,7.313551028088618E-4,0,0.5238095238095238,55,0.06648417982015561
n314,n314,losing,6,12.0,5.0,0.33385133385133386,0.0,11,4.2960047414146197E-4,0,1.0,15,0.012216278459213109
n315,n315,touch,6,12.0,5.0,0.33385133385133386,0.0,11,4.2960047414146197E-4,0,1.0,15,0.012216278459213109
n316,n316,right,36,84.0,4.0,0.4285239361702128,0.003013108084453242,5,0.0015600949343804746,0,0.26031746031746034,164,0.1498195981598524
n317,n317,daughter,10,21.0,5.0,0.3421821077780728,0.001479541434052427,8,5.424771552190314E-4,0,0.8,36,0.028321039893457172
n318,n318,left,23,47.0,4.0,0.3917933130699088,3.0964937779490306E-4,7,8.511266676570141E-4,0,0.5849802371541502,148,0.11004434751923572
n319,n319,sitting,22,45.0,4.0,0.4072669826224328,4.020037013718171E-4,1,8.117013635658635E-4,0,0.5497835497835498,127,0.10209423728762258
n320,n320,smiling,9,19.0,5.0,0.3420912951167728,0.0,8,4.1498900541288986E-4,0,1.0,36,0.028116568062868393
n321,n321,give,16,38.0,4.0,0.40143257552164435,0.0027034287905183295,13,9.559998743662401E-4,0,0.31666666666666665,38,0.08325595419387087
n322,n322,shot,1,2.0,5.0,0.2865081129139809,0.0,13,1.5683037262530176E-4,0,0.0,0,0.0016921605874629748
n323,n323,Go,25,61.0,4.0,0.41891452713682154,5.313713717482334E-4,1,0.0011439723985251311,0,0.3233333333333333,97,0.11118696370939767
n324,n324,Date,19,40.0,4.0,0.40496387056236255,0.003179079593320564,27,8.586080657348221E-4,0,0.38011695906432746,65,0.0820229852612643
n325,n325,Mr,13,33.0,5.0,0.372005772005772,9.687345147122033E-5,18,6.471087725344809E-4,0,0.47435897435897434,37,0.0666169337546858
n326,n326,hope,27,58.0,4.0,0.37844979448032884,0.0024457962828976693,1,0.0011450221710687335,0,0.3190883190883191,112,0.07359420112230289
n327,n327,WORST,8,24.0,4.0,0.38989715668481545,0.0,1,4.896338204938546E-4,0,1.0,28,0.05097821052107735
n328,n328,DECISION,8,24.0,4.0,0.38989715668481545,0.0,1,4.896338204938546E-4,0,1.0,28,0.05097821052107735
n329,n329,EVER,15,38.0,4.0,0.39808523780111177,1.8975261701968725E-4,1,7.237094845261755E-4,0,0.5523809523809524,58,0.0734359145834475
n330,n330,kidding,8,24.0,4.0,0.38989715668481545,0.0,1,4.896338204938545E-4,0,1.0,28,0.05097821052107735
n331,n331,fun,10,30.0,4.0,0.39406909202078877,1.8421829538940274E-5,1,5.831871846163237E-4,0,0.7333333333333333,33,0.05966992117056676
n332,n332,acting,67,178.0,4.0,0.45371348116860255,0.010174027242472567,0,0.0031420207431983736,0,0.19764812302125734,437,0.2616749212908017
n333,n333,Highly,19,42.0,4.0,0.4219312602291326,1.1028440271902745E-4,1,7.417116250143441E-4,0,0.5964912280701754,102,0.12606154086156768
n334,n334,everyone,26,61.0,4.0,0.4312479089996654,3.590695839376798E-4,1,0.0010564073500386735,0,0.39384615384615385,128,0.14149921934633006
n335,n335,nasty,2,4.0,5.0,0.33567708333333335,0.0,7,1.8858967862457062E-4,0,1.0,1,0.01033428753015786
n336,n336,is,12,26.0,5.0,0.35825458588104503,6.196312276431818E-5,0,5.519103522219845E-4,0,0.7727272727272727,51,0.057867795330133386
n337,n337,Utterly,3,6.0,5.0,0.33008962868117797,0.0,0,2.0608379995084897E-4,0,1.0,3,0.015574706626231312
n338,n338,winning,5,10.0,5.0,0.3330749354005168,0.0,0,3.273047811768837E-4,0,1.0,10,0.014243917957559662
n339,n339,3rd,13,27.0,4.0,0.3709352517985611,2.6769086645847214E-4,0,6.26153731786126E-4,0,0.5384615384615384,42,0.05007775845389017
n340,n340,come,5,10.0,5.0,0.3330749354005168,0.0,0,3.273047811768837E-4,0,1.0,10,0.014243917957559657
n341,n341,March,5,10.0,5.0,0.3330749354005168,0.0,0,3.2730478117688375E-4,0,1.0,10,0.014243917957559657
n342,n342,RealLife,5,10.0,6.0,0.25524752475247525,0.0,8,5.901971651789363E-4,0,1.0,10,0.0016209601606490113
n343,n343,Conducted,5,10.0,6.0,0.25524752475247525,0.0,8,5.901971651789363E-4,0,1.0,10,0.0016209601606490115
n344,n344,Surprisingly,5,10.0,6.0,0.25524752475247525,0.0,8,5.901971651789363E-4,0,1.0,10,0.0016209601606490115
n345,n345,Candid,5,10.0,6.0,0.25524752475247525,0.0,8,5.901971651789363E-4,0,1.0,10,0.001620960160649012
n346,n346,AMA,5,10.0,6.0,0.25524752475247525,0.0,8,5.901971651789363E-4,0,1.0,10,0.001620960160649012
n347,n347,Richard,9,18.0,5.0,0.3422729686670207,0.007374732924391758,8,7.821160415619163E-4,0,0.4444444444444444,16,0.017514975490505475
n348,n348,Love,20,51.0,4.0,0.3894259818731118,0.0011968163454867935,3,0.0010236544710203388,0,0.3157894736842105,60,0.07315768393774726
n349,n349,r,4,8.0,4.0,0.33787680209698556,0.0,0,2.34480060136244E-4,0,1.0,6,0.018954978640638744
n350,n350,Halloween,2,4.0,6.0,0.25484381178331356,0.0,8,3.070615580720248E-4,0,1.0,1,7.956903962333542E-4
n351,n351,booze,2,4.0,6.0,0.25484381178331356,0.0,8,3.070615580720248E-4,0,1.0,1,7.956903962333542E-4
n352,n352,cruise,9,18.0,5.0,0.34181914611508885,0.0029567854435178166,8,6.61037947779718E-4,0,0.6111111111111112,22,0.01849173251246453
n353,n353,awhile,2,4.0,4.0,0.3297518546942952,0.0,1,1.7639946407433998E-4,0,1.0,1,0.01073244419506099
n354,n354,Dear,13,29.0,4.0,0.39346764346764346,7.621669118455168E-5,13,5.801066111238121E-4,0,0.6025641025641025,47,0.06631332306520926
n355,n355,u,20,46.0,4.0,0.40205864004990644,0.002867077364532506,13,9.504491687230811E-4,0,0.4105263157894737,78,0.08468146891911481
n356,n356,My,35,84.0,4.0,0.42262295081967216,0.0016942804038431792,3,0.0014591255627708361,0,0.32100840336134456,191,0.13291180653290496
n357,n357,husband,8,18.0,4.0,0.38328873030032706,0.0,13,4.1017666769917486E-4,0,1.0,28,0.04148688911479229
n358,n358,Michael,8,18.0,4.0,0.38328873030032706,0.0,13,4.1017666769917486E-4,0,1.0,28,0.04148688911479229
n359,n359,Jordan,8,18.0,4.0,0.38328873030032706,0.0,13,4.1017666769917476E-4,0,1.0,28,0.04148688911479229
n360,n360,way,41,85.0,4.0,0.422346002621232,0.014815901337664045,3,0.0015447554815326127,0,0.24390243902439024,200,0.14363054902738503
n361,n361,Pirates,19,38.0,4.0,0.37856093979442,0.001165258743403089,13,8.215736185914361E-4,0,0.30994152046783624,53,0.05623893655204352
n362,n362,Caribbean,9,18.0,5.0,0.3444681988241582,1.829019632214304E-4,9,4.373466053060085E-4,0,0.5277777777777778,19,0.021253680522803957
n363,n363,night,94,251.0,4.0,0.4737228959941199,0.01118545423863284,1,0.004251296057441242,0,0.1727293525509037,755,0.3626862355626804
n364,n364,theater,69,166.0,4.0,0.44741409232905244,0.010564646249684206,11,0.0029834718578068175,0,0.16965046888320545,398,0.2191269256392603
n365,n365,First,11,23.0,4.0,0.38627509739286786,0.0016774510693945853,1,6.254031171744481E-4,0,0.509090909090909,28,0.05016787558018781
n366,n366,down,10,26.0,4.0,0.38477611940298506,3.643613335656188E-5,1,5.538541234677621E-4,0,0.6666666666666666,30,0.05051264124140657
n367,n367,second,19,40.0,4.0,0.40855784469096673,4.555232440304857E-4,0,7.844796909163243E-4,0,0.4269005847953216,73,0.1016649615892875
n368,n368,gravity,10,21.0,4.0,0.38169973349126446,5.071523287591994E-4,3,5.072958257722233E-4,0,0.5777777777777777,26,0.0426678209347776
n369,n369,Totally,9,18.0,5.0,0.3586533110740122,0.0,0,3.8335968629012185E-4,0,1.0,36,0.047616605648709974
n370,n370,fact,19,39.0,4.0,0.4139370584457289,2.4017708713777836E-4,1,7.381055165948446E-4,0,0.5555555555555556,95,0.12184565199332664
n371,n371,crazy,31,63.0,4.0,0.4198697068403909,0.0010659554614270586,1,0.0011375186570610847,0,0.3204301075268817,149,0.12578295212144278
n372,n372,same,9,18.0,5.0,0.3586533110740122,0.0,0,3.8335968629012185E-4,0,1.0,36,0.04761660564870996
n373,n373,Smart,3,6.0,5.0,0.2726311336717428,0.0,15,4.23746225612284E-4,0,1.0,3,0.001210666361715811
n374,n374,choice,6,15.0,4.0,0.37449157466589195,0.00443173202839617,15,6.099762103145468E-4,0,0.4,6,0.028985673779189435
n375,n375,TY,3,6.0,5.0,0.2726311336717428,0.0,15,4.23746225612284E-4,0,1.0,3,0.001210666361715811
n376,n376,trust,3,6.0,5.0,0.2726311336717428,0.0,15,4.23746225612284E-4,0,1.0,3,0.001210666361715811
n377,n377,take,13,28.0,4.0,0.4042019441831295,8.743131956509677E-5,0,5.556822274671421E-4,0,0.782051282051282,61,0.09224635580349706
n378,n378,shirt,11,22.0,4.0,0.4029384182557049,0.0,0,4.416785910608205E-4,0,1.0,55,0.08917531121063142
n379,n379,too,40,94.0,4.0,0.44494304452882294,0.0019270691504615065,0,0.0016339570958458058,0,0.3282051282051282,256,0.1867420499996779
n380,n380,freakishly,11,22.0,4.0,0.4029384182557049,0.0,0,4.4167859106082055E-4,0,1.0,55,0.08917531121063141
n381,n381,huge,18,36.0,4.0,0.4110331632653061,6.586791826890747E-4,8,7.130750735448893E-4,0,0.5620915032679739,86,0.10522020730044435
n382,n382,Christmas,12,29.0,4.0,0.40585642317380355,1.4202310564487224E-4,13,5.669201051501272E-4,0,0.6666666666666666,44,0.08489905111739736
n383,n383,Intense,3,6.0,4.0,0.37569221801224134,0.0,1,1.9902772449145107E-4,0,1.0,3,0.03364703131182014
n384,n384,having,14,28.0,4.0,0.36660978384527876,9.448118145425805E-5,5,5.619519902226586E-4,0,0.5164835164835165,47,0.05410874659336982
n385,n385,date,52,139.0,4.0,0.45259831460674155,0.005053686703767512,1,0.0025183123629340595,0,0.2707390648567119,359,0.2427777108157672
n386,n386,dinner,9,18.0,4.0,0.3880192655027092,3.3705864083404E-5,1,4.042887819136871E-4,0,0.6666666666666666,24,0.05842252654462811
n387,n387,alright,10,20.0,5.0,0.36681844052361984,0.0,1,4.237752848278493E-4,0,1.0,45,0.05197461842210462
n388,n388,Argos,10,20.0,5.0,0.36681844052361984,0.0,1,4.2377528482784934E-4,0,1.0,45,0.05197461842210462
n389,n389,It,27,58.0,4.0,0.43284083277367363,7.192913703731735E-4,1,0.001033853442613605,0,0.50997150997151,179,0.17214347067695426
n390,n390,also,10,20.0,5.0,0.36681844052361984,0.0,1,4.2377528482784934E-4,0,1.0,45,0.05197461842210462
n391,n391,Still,1,2.0,5.0,0.27291975439339405,0.0,0,1.568268999402248E-4,0,0.0,0,0.0014301634386584914
n392,n392,suggestion,5,15.0,4.0,0.3839737861185582,0.0,1,3.750064853843319E-4,0,1.0,10,0.03674400757477391
n393,n393,absolute,6,18.0,4.0,0.3872033643736858,7.219598181766348E-6,1,4.219155658504807E-4,0,0.8,12,0.045442158680357586
n394,n394,must,5,15.0,4.0,0.3839737861185582,0.0,1,3.7500648538433184E-4,0,1.0,10,0.03674400757477392
n395,n395,think,55,116.0,4.0,0.4331317204301075,0.003431429704303562,1,0.0019844439642006874,0,0.23164983164983166,344,0.22543151307747014
