Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n26,n26,performance,133,373.0,4.0,0.49292543021032503,0.01892810671845707,0,0.006081463567765536,0,0.13830029619503303,1214,0.4703339732377713
n27,n27,woman,0,0.0,0.0,0.0,0.0,2,1.140641041326934E-4,1,0.0,0,0.0
n28,n28,Might,12,25.0,4.0,0.3836309523809524,1.7298775346321555E-4,10,5.518950949117894E-4,0,0.5151515151515151,34,0.06365539293573194
n29,n29,go,80,185.0,4.0,0.46068620443173697,0.015356473197920226,1,0.0034146526485293025,0,0.14177215189873418,448,0.256351599861519
n30,n30,weekend,36,90.0,4.0,0.4241526818032247,0.0015362582956130286,1,0.001590200200895191,0,0.3142857142857143,198,0.15953158109552354
n31,n31,much,40,82.0,4.0,0.4224844313339889,0.0028784588373194004,1,0.001523388839992865,0,0.3153846153846154,246,0.1912061970103383
n32,n32,last,111,271.0,4.0,0.4815091520358611,0.014829468559947616,1,0.0046410076285097026,0,0.14889434889434888,909,0.39274760475909665
n33,n33,so,81,197.0,4.0,0.47233418834737995,0.009995350415547975,3,0.003493657909318928,0,0.17901234567901234,580,0.315091668483878
n34,n34,sick,11,22.0,4.0,0.3852361028093246,1.869096432270392E-4,7,5.733792114467156E-4,0,0.6181818181818182,34,0.046038203046941964
n35,n35,Wow,59,222.0,4.0,0.4521220624342336,0.002969742089398388,0,0.0035166251381223263,0,0.2571595558153127,440,0.27127571101792425
n36,n36,boy,13,37.0,4.0,0.3850059737156511,2.7615043989313073E-4,3,7.095921115651892E-4,0,0.5128205128205128,40,0.05430272022216944
n37,n37,AMAZING,13,28.0,4.0,0.3792291850544278,6.782021756204672E-4,11,6.193944420594575E-4,0,0.3717948717948718,29,0.05888291058993131
n38,n38,faint,5,17.0,5.0,0.32040765597812576,0.0,11,4.5953439529624544E-4,0,1.0,10,0.008762655586328086
n39,n39,hearted,5,17.0,5.0,0.32040765597812576,0.0,11,4.5953439529624544E-4,0,1.0,10,0.008762655586328086
n40,n40,That,31,66.0,4.0,0.42457180500658764,0.0027983448284004905,11,0.001321195230021491,0,0.2838709677419355,132,0.1330804448641915
n41,n41,traumatic,5,12.0,5.0,0.32040765597812576,0.0,11,3.5531232251400383E-4,0,1.0,10,0.008762655586328086
n42,n42,great,131,363.0,4.0,0.49292543021032503,0.01613097643805253,1,0.006040983531435179,0,0.1479741632413388,1260,0.4885352806398856
n43,n43,look,38,78.0,4.0,0.416882276843467,0.0032230181364834346,1,0.0015140347923750907,0,0.21906116642958748,154,0.11659557431944585
n44,n44,face,13,28.0,4.0,0.3946723821187998,6.43383166927484E-5,0,5.741610614390439E-4,0,0.6153846153846154,48,0.07538293478549789
n45,n45,cinema,25,69.0,4.0,0.4126120358514725,8.525938195530926E-4,3,0.0012162058938828678,0,0.36666666666666664,110,0.11475184674053909
n46,n46,Priceless,5,10.0,4.0,0.37635036496350366,0.0,1,2.6991641939287057E-4,0,1.0,10,0.03482353606065968
n47,n47,NOT,11,22.0,5.0,0.3525711159737418,0.005207468914119928,18,7.279837179217146E-4,0,0.5636363636363636,31,0.03635037853364411
n48,n48,love,44,114.0,4.0,0.42866644496175593,0.004329347787719776,0,0.0021303664618942063,0,0.21987315010570824,208,0.16975963219157628
n49,n49,amazing,124,360.0,4.0,0.48241017964071853,0.014530727432433086,0,0.005941640202550153,0,0.16181484395489115,1234,0.48087907521131495
n50,n50,award,23,50.0,4.0,0.39710412815773255,6.01908913822878E-4,0,9.474007085427525E-4,0,0.4268774703557312,108,0.11123188711969405
n51,n51,part,33,75.0,4.0,0.4326955354145687,0.0011049032428977709,10,0.001406433242650451,0,0.3125,165,0.1505580168680278
n52,n52,have,151,368.0,4.0,0.49710759737755494,0.03657034732178494,11,0.006617705745412148,0,0.11125827814569536,1260,0.47573551739470044
n53,n53,Glass,6,12.0,5.0,0.34200053064473335,0.0,1,3.126381148245652E-4,0,1.0,15,0.02438307014385522
