Id,Label,name,Degree,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID,Clustering Coefficient,Number of triangles,Eigenvector Centrality
n82,n82,celebrate,11,59.0,5.0,0.37842718765391564,0.0,2.650645E-4,2.650645E-4,19,4.027511146505631E-4,0,1.0,55,0.0397367701720641
n83,n83,release,16,69.0,5.0,0.3835912797470461,1.216631944730105E-4,3.7550804E-4,3.7550804E-4,19,4.92785920007217E-4,0,0.6083333333333333,73,0.047691126682587945
n84,n84,comp,12,99.0,5.0,0.3784893267651888,1.2185932709760946E-7,2.871532E-4,2.871532E-4,19,6.348530075769357E-4,0,0.9696969696969697,64,0.04030989391797969
n85,n85,Vinci,12,99.0,5.0,0.3784893267651888,1.2185932709760946E-7,2.871532E-4,2.871532E-4,19,6.348530075769356E-4,0,0.9696969696969697,64,0.04030989391797969
n86,n86,Code,12,99.0,5.0,0.3784893267651888,1.2185932709760946E-7,2.871532E-4,2.871532E-4,19,6.348530075769357E-4,0,0.9696969696969697,64,0.040309893917979685
n87,n87,amp,329,1227.0,4.0,0.5210216998191682,0.04180052031304048,0.0072892737,0.0072892737,19,0.008664994302134178,0,0.0753391652457558,4065,0.5534622539853777
n88,n88,Angels,12,99.0,5.0,0.3784893267651888,1.2185932709760946E-7,2.871532E-4,2.871532E-4,19,6.348530075769356E-4,0,0.9696969696969697,64,0.0403098939179797
n89,n89,Demons,12,99.0,5.0,0.3784893267651888,1.2185932709760946E-7,2.871532E-4,2.871532E-4,19,6.348530075769357E-4,0,0.9696969696969697,64,0.04030989391797969
n90,n90,Not,68,156.0,4.0,0.45761365892396266,0.006115807186302724,0.0015241209,0.0015241209,3,0.0012225767808919739,0,0.2559262510974539,583,0.18153153021817417
n91,n91,many,44,103.0,5.0,0.4480077745383868,5.15255898012098E-4,9.939919E-4,9.939919E-4,4,7.560513960699934E-4,0,0.4312896405919662,408,0.16665319483471372
n92,n92,total,13,26.0,5.0,0.3645998101866498,1.0716001381039613E-4,3.092419E-4,3.092419E-4,7,2.465584727803165E-4,0,0.6153846153846154,48,0.0325113738516349
n93,n93,end,166,415.0,4.0,0.48659489128140176,0.013168244037936002,0.0036888144,0.0036888144,4,0.003213166024093748,0,0.1312887915297554,1798,0.34796556419943336
n94,n94,Had,63,136.0,4.0,0.45320487613055443,0.0013216743726281782,0.0014136774,0.0014136774,4,0.0010249394836121045,0,0.3051715309779826,596,0.1859435539899175
n95,n95,excellent,88,202.0,4.0,0.4639694041867955,0.003355862663171241,0.001965895,0.001965895,4,0.0015297052209532949,0,0.21473354231974923,822,0.23149496816564757
n96,n96,Very,70,176.0,4.0,0.45980450827847597,9.871010130669776E-4,0.0015682983,0.0015682983,4,0.0012489483578219957,0,0.2985507246376812,721,0.2149165867132867
n97,n97,powerful,49,112.0,4.0,0.4423335252350796,4.518140463970891E-4,0.0011044354,0.0011044354,4,8.119919122026431E-4,0,0.32908163265306123,387,0.15349457026717814
n98,n98,stuff,13,27.0,4.0,0.39741379310344827,1.368349470487414E-4,3.092419E-4,3.092419E-4,15,2.7769084126385055E-4,0,0.4230769230769231,33,0.04076824081416474
n99,n99,Freight,4,8.0,5.0,0.3140326975476839,0.0,1.1044354E-4,1.1044354E-4,1,1.5068806780087663E-4,0,1.0,6,0.003170066563385971
n100,n100,ship,30,66.0,4.0,0.40992352836564117,0.0014102699569438918,6.8475E-4,6.8475E-4,2,6.345824367420066E-4,0,0.26436781609195403,115,0.06498488068976335
n101,n101,hostage,13,26.0,5.0,0.338671760211578,1.0400915192533342E-4,3.092419E-4,3.092419E-4,1,3.4324206617346705E-4,0,0.5384615384615384,42,0.011177741194550657
n102,n102,situation,4,8.0,5.0,0.3140326975476839,0.0,1.1044354E-4,1.1044354E-4,1,1.506880678008766E-4,0,1.0,6,0.003170066563385971
n103,n103,Everybody,15,32.0,4.0,0.4134529147982063,2.031608866692617E-5,3.5341934E-4,3.5341934E-4,19,2.755688832444333E-4,0,0.8857142857142857,93,0.06746772159935104
n104,n104,Al,2,4.0,6.0,0.2641833810888252,0.0,6.6266126E-5,6.6266126E-5,3,1.2028366409162181E-4,0,1.0,1,7.994836452434103E-4
n105,n105,cine,9,25.0,5.0,0.35892245406415446,0.0021344062279500618,2.2088709E-4,2.2088709E-4,3,4.4312372350350653E-4,0,0.4722222222222222,17,0.022436668427371523
n106,n106,con,7,21.0,5.0,0.3588107098381071,4.265846200393548E-4,1.7670967E-4,1.7670967E-4,3,3.122450559612385E-4,0,0.7619047619047619,16,0.02215960510837109
n107,n107,very,129,366.0,4.0,0.4822175732217573,0.004872682186260239,0.002871532,0.002871532,4,0.0025599319869065856,0,0.19658430232558138,1623,0.33090665320220375
n108,n108,Tense,25,51.0,5.0,0.405452946350044,1.5404623318198007E-4,5.743064E-4,5.743064E-4,1,4.3850274737898125E-4,0,0.48,144,0.07658816175716214
n109,n109,suspense,33,72.0,4.0,0.4381296331495913,2.1031959347658796E-4,7.510161E-4,7.510161E-4,3,5.364137375151634E-4,0,0.4564393939393939,241,0.119643906472025
n110,n110,outpouring,10,20.0,5.0,0.3734607906675308,0.0,2.4297579E-4,2.4297579E-4,3,1.979452811680395E-4,0,1.0,45,0.034228654781814506
n111,n111,emotion,31,64.0,5.0,0.4116071428571429,2.686112847897131E-4,7.068387E-4,7.068387E-4,4,5.143934791473634E-4,0,0.3956989247311828,184,0.09512549909939068
n112,n112,Expect,10,20.0,5.0,0.3734607906675308,0.0,2.4297579E-4,2.4297579E-4,3,1.9794528116803947E-4,0,1.0,45,0.03422865478181451
n113,n113,Oscar,181,538.0,4.0,0.49220585095024555,0.010911202013280347,0.0040201447,0.0040201447,3,0.0038728380747516757,0,0.13947206875383672,2272,0.4014183652791665
n114,n114,nominations,21,42.0,5.0,0.405452946350044,5.0592859874611665E-5,4.8595158E-4,4.8595158E-4,3,3.450491304849522E-4,0,0.6333333333333333,133,0.08373651317788174
n115,n115,So,95,227.0,4.0,0.47545379537953797,0.0033433902952089535,0.002120516,0.002120516,4,0.001628830271122445,0,0.2553191489361702,1140,0.2784051452030163
n116,n116,so,260,775.0,4.0,0.5109731766792286,0.024242323649946787,0.0057651526,0.0057651526,4,0.005651821205086599,0,0.10023760023760024,3375,0.49919592138876495
n117,n117,great,308,1419.0,4.0,0.516353046594982,0.033331127976941544,0.0068254108,0.0068254108,20,0.009377329326139414,0,0.0877786708405601,4150,0.5699126342826906
n118,n118,Loved,79,188.0,4.0,0.46906796906796905,0.005693256486829505,0.0017670967,0.0017670967,19,0.0014419850506773703,0,0.2632262252515417,811,0.23629196348854323
n119,n119,brilliant,104,343.0,4.0,0.4770281456953642,0.00462939665215021,0.0023193143,0.0023193143,22,0.0023598712902597008,0,0.2229275578790142,1194,0.2892316185284259
n120,n120,Go,92,272.0,4.0,0.4717560376586165,0.001958269249756487,0.0020542499,0.0020542499,8,0.0018736107066202041,0,0.2591973244147157,1085,0.2722265317253991
n121,n121,watch,221,632.0,4.0,0.5040454843647496,0.01664231280615521,0.004903693,0.004903693,4,0.004663292351467613,0,0.12007404360345537,2919,0.46335421954739225
n122,n122,weekend,77,184.0,4.0,0.45499407816818,0.007394117017256815,0.0017229193,0.0017229193,8,0.0016652062946202306,0,0.15379357484620643,450,0.1632835976854262
n123,n123,already,19,46.0,4.0,0.41825440029032845,1.512520108735035E-4,4.4177417E-4,4.4177417E-4,19,3.7509672663194857E-4,0,0.5380116959064327,92,0.08275807691365547
n124,n124,go,237,707.0,4.0,0.5063708260105448,0.01510904701560608,0.0052571124,0.0052571124,8,0.005031372492018257,0,0.10934706429235501,3058,0.47401196578793137
n125,n125,awhile,12,28.0,4.0,0.4177238129757158,3.2353189389820547E-6,2.871532E-4,2.871532E-4,3,2.373940423037209E-4,0,0.8939393939393939,59,0.07483867575989539
n126,n126,Monday,10,20.0,5.0,0.36207979893182535,1.0074907694078306E-4,2.4297579E-4,2.4297579E-4,23,2.611064068321835E-4,0,0.4,18,0.02239851301823945
n127,n127,feature,15,37.0,5.0,0.35675592013620183,1.2128568237112815E-4,3.5341934E-4,3.5341934E-4,8,3.780286983396362E-4,0,0.3904761904761905,41,0.020529189688883065
n128,n128,Carrie,50,144.0,5.0,0.4227806309611152,0.0013772324320434175,0.0011265242,0.0011265242,16,0.0011003925778091082,0,0.24653061224489795,302,0.11303037149075641
n129,n129,Listen,4,8.0,5.0,0.34464712918660284,0.0,1.1044354E-4,1.1044354E-4,23,1.2938818053600696E-4,0,1.0,6,0.009237429871080642
n130,n130,fantastic,76,163.0,4.0,0.4673560421735604,0.002471485268933302,0.0017008305,0.0017008305,4,0.0012039314683159937,0,0.29789473684210527,849,0.24006518668576052
n131,n131,worthy,49,111.0,4.0,0.4526708562450903,6.102863597432318E-4,0.0011044354,0.0011044354,3,8.235132651682857E-4,0,0.41496598639455784,488,0.17879637456582806
n132,n132,fear,5,14.0,5.0,0.38564497239417767,0.0,1.3253225E-4,1.3253225E-4,19,1.5436696389885078E-4,0,1.0,10,0.028230048161116322
n133,n133,watching,179,461.0,4.0,0.48783068783068784,0.009319793396342133,0.0039759674,0.0039759674,4,0.0033667419962037505,0,0.13181846713953926,2100,0.3796662092327568
n134,n134,Seeing,39,159.0,4.0,0.4284386617100372,0.0027201189690922827,8.8354835E-4,8.8354835E-4,7,0.0012515170002417157,0,0.25371120107962214,188,0.10500852124559597
n135,n135,Chat,2,82.0,5.0,0.33108302212008045,0.0,6.6266126E-5,6.6266126E-5,7,6.050110929891545E-4,0,1.0,1,0.005119710249340802
n136,n136,The,46,104.0,4.0,0.44123277182235837,3.088671820854013E-4,0.0010381693,0.0010381693,3,7.43961220776935E-4,0,0.3739130434782609,387,0.15477884517943402
n137,n137,ending,31,66.0,4.0,0.4300373134328358,1.402362119105416E-4,7.068387E-4,7.068387E-4,4,5.130486420770252E-4,0,0.4258064516129032,198,0.10594734028566093
n138,n138,keep,45,102.0,4.0,0.42740589653254224,0.001140033265601023,0.0010160806,0.0010160806,2,8.568762736856866E-4,0,0.2515151515151515,249,0.10289978991614288
n139,n139,Intense,53,195.0,4.0,0.44472313332047075,9.555681958702836E-4,0.0011927902,0.0011927902,22,0.0012935968637641968,0,0.3062409288824383,422,0.15838456110419546
n140,n140,man,60,140.0,4.0,0.44584139264990325,0.0032288187259381334,0.0013474112,0.0013474112,15,0.0011119207577323738,0,0.26610169491525426,471,0.17214664363091498
n141,n141,all,21,42.0,4.0,0.4189385677935296,1.37021713555397E-4,4.8595158E-4,4.8595158E-4,4,3.3952205016727575E-4,0,0.5619047619047619,118,0.08426765719359415
n142,n142,am,95,243.0,4.0,0.465092816787732,0.004002354996691051,0.002120516,0.002120516,19,0.0017709728332502912,0,0.21634938409854423,966,0.2418720846104017
n143,n143,theater,97,215.0,4.0,0.4660331581075617,0.004511177334320758,0.0021646933,0.0021646933,4,0.0017828546095612107,0,0.17568728522336768,818,0.2317646521256812
n144,n144,applause,5,10.0,5.0,0.3539619164619165,2.106940664561288E-6,1.3253225E-4,1.3253225E-4,7,1.4483022543096804E-4,0,0.8,8,0.01668110153620227
n145,n145,important,3,6.0,5.0,0.32469361881955205,0.0,8.8354835E-5,8.8354835E-5,4,1.139127901720765E-4,0,1.0,3,0.005111473095881102
n146,n146,person,8,16.0,4.0,0.3514255221832597,2.561098713543244E-5,1.9879837E-4,1.9879837E-4,4,1.9880260757549115E-4,0,0.5714285714285714,16,0.016519395892486206
n147,n147,life,100,241.0,4.0,0.46792529435647584,0.008447511128338785,0.0022309595,0.0022309595,4,0.0018818691269089148,0,0.16646464646464645,824,0.2227608912774253
n148,n148,easily,37,77.0,4.0,0.4403897592663355,4.2941541405601077E-4,8.393709E-4,8.393709E-4,3,6.089007571207742E-4,0,0.40540540540540543,270,0.13335035819470817
n149,n149,down,36,73.0,4.0,0.434823618185248,2.1132597029568616E-4,8.172822E-4,8.172822E-4,2,5.528113286520256E-4,0,0.44603174603174606,281,0.1235927772555743
n150,n150,year,140,416.0,4.0,0.48495686934567644,0.006156311158465424,0.0031145078,0.0031145078,8,0.002932203208053073,0,0.17317574511819117,1685,0.34010342132156574
n151,n151,Everyone,29,71.0,4.0,0.4335966892400301,8.560191165183097E-5,6.626613E-4,6.626613E-4,8,5.15862311337151E-4,0,0.5492610837438424,223,0.1204296065174628
n152,n152,huge,19,39.0,5.0,0.39920332525112573,2.6967323475460855E-4,4.4177417E-4,4.4177417E-4,3,3.3143859072687354E-4,0,0.5321637426900585,91,0.06471748846739991
n153,n153,favor,8,16.0,5.0,0.36862306093075325,0.0,1.9879837E-4,1.9879837E-4,8,1.6665971714827085E-4,0,1.0,28,0.030350438274215803
n154,n154,surprisingly,14,29.0,4.0,0.4101423487544484,2.0539336760519322E-4,3.3133064E-4,3.3133064E-4,3,2.822732922856613E-4,0,0.4945054945054945,45,0.049986119623716234
n155,n155,killer,11,23.0,4.0,0.4060958421423538,6.569910454827819E-6,2.650645E-4,2.650645E-4,2,2.299529387695322E-4,0,0.7272727272727273,40,0.04999771732388219
n156,n156,water,22,75.0,5.0,0.38512949039264827,1.6358963078718213E-4,5.080403E-4,5.080403E-4,2,5.890189148077347E-4,0,0.38961038961038963,90,0.054280638956191125
n157,n157,This,37,75.0,5.0,0.4024794831499912,7.528198385661994E-4,8.393709E-4,8.393709E-4,23,6.714944242974156E-4,0,0.25375375375375375,169,0.06590476852776153
